client_id,age_id,district_id,sex
C00001224,3,56,Male
C00001225,2,42,Male
C00001226,2,33,Female
C00001227,2,33,Male
C00001228,2,21,Female
C00001229,1,19,Male
C00001231,2,20,Female
C00001232,2,20,Male
C00001233,2,68,Male
C00001234,1,23,Male
C00001235,1,23,Female
C00001236,2,26,Female
C00001237,3,57,Male
C00001238,3,74,Male
C00001239,1,11,Female
C00001240,1,32,Female
C00001241,2,73,Female
C00001242,2,73,Female
C00001243,1,11,Female
C00001244,2,1,Male
C00001245,1,64,Male
C00001246,2,70,Male
C00001247,2,70,Female
C00001248,1,19,Male
C00001250,2,43,Female
C00001251,2,1,Male
C00001252,2,1,Female
C00001253,2,14,Female
C00001254,3,3,Female
C00001255,2,1,Female
C00001256,2,46,Female
C00001257,3,35,Female
C00001258,3,35,Male
C00001259,2,18,Male
C00001260,2,57,Female
C00001261,2,57,Male
C00001262,2,35,Male
C00001263,2,35,Female
C00001264,1,61,Female
C00001265,2,57,Female
C00001266,2,71,Female
C00001267,2,29,Female
C00001268,2,29,Male
C00001269,2,1,Female
C00001270,3,13,Male
C00001271,3,47,Male
C00001272,2,8,Male
C00001273,1,6,Male
C00001274,1,44,Male
C00001275,2,1,Female
C00001276,2,68,Female
C00001277,3,70,Male
C00001278,1,72,Male
C00001279,2,16,Male
C00001280,2,34,Male
C00001281,2,34,Female
C00001282,3,52,Male
C00001283,3,66,Female
C00001284,2,66,Male
C00001285,3,62,Male
C00001286,2,52,Female
C00001287,2,65,Female
C00001288,1,73,Male
C00001289,2,59,Male
C00001290,1,35,Male
C00001291,2,1,Female
C00001292,1,14,Male
C00001293,3,1,Male
C00001294,3,1,Female
C00001295,2,74,Female
C00001296,2,55,Female
C00001297,3,64,Female
C00001298,3,64,Male
C00001299,3,2,Female
C00001300,1,45,Male
C00001303,2,42,Female
C00001304,3,37,Male
C00001305,2,55,Female
C00001306,3,32,Female
C00001307,2,74,Male
C00001308,2,69,Male
C00001309,1,1,Male
C00001310,1,41,Female
C00001311,2,54,Female
C00001312,3,35,Female
C00001313,1,54,Male
C00001314,1,54,Female
C00001315,3,34,Male
C00001316,2,67,Female
C00001317,2,67,Male
C00001318,3,47,Male
C00001321,1,35,Female
C00001322,2,4,Female
C00001323,2,70,Male
C00001324,2,66,Female
C00001325,2,39,Male
C00001326,2,55,Female
C00001327,2,20,Female
C00001328,3,42,Female
C00001329,3,26,Male
C00001330,2,66,Male
C00001331,2,54,Male
C00001332,2,5,Female
C00001333,2,48,Male
C00001334,1,8,Male
C00001335,2,1,Female
C00001336,2,1,Male
C00001337,1,56,Female
C00001338,4,56,Male
C00001339,2,22,Male
C00001340,3,68,Female
C00001341,2,69,Female
C00001343,3,1,Female
C00001344,3,1,Male
C00001345,2,32,Male
C00001346,2,13,Male
C00001347,1,13,Male
C00001348,1,13,Female
C00001349,2,26,Female
C00001350,2,1,Male
C00001351,2,1,Female
C00001352,1,54,Female
C00001353,2,27,Male
C00001354,3,64,Male
C00001355,1,35,Female
C00001356,3,1,Male
C00001359,2,1,Female
C00001360,2,1,Male
C00001361,3,1,Female
C00001362,3,1,Male
C00001363,1,6,Female
C00001364,3,1,Male
C00001365,3,1,Female
C00001366,4,12,Female
C00001367,2,60,Female
C00001368,2,60,Male
C00001369,1,41,Male
C00001370,2,34,Female
C00001371,2,49,Female
C00001372,1,28,Female
C00001373,1,74,Female
C00001375,1,69,Male
C00001376,2,18,Male
C00001377,2,18,Female
C00001378,2,74,Female
C00001379,3,74,Male
C00001380,2,44,Female
C00001382,1,18,Female
C00001383,4,29,Male
C00001384,2,40,Female
C00001385,2,22,Male
C00001386,2,22,Female
C00001387,1,1,Female
C00001388,2,5,Female
C00001389,3,43,Female
C00001390,1,59,Female
C00001391,2,41,Male
C00001392,3,50,Male
C00001393,3,50,Female
C00001394,2,49,Female
C00001395,2,49,Male
C00001396,2,39,Female
C00001397,3,66,Female
C00001401,4,35,Male
C00001402,3,44,Male
C00001403,2,44,Female
C00001404,2,11,Female
C00001406,2,29,Female
C00001407,2,29,Male
C00001408,2,49,Male
C00001409,2,25,Male
C00001410,2,18,Male
C00001411,3,18,Female
C00001412,1,6,Male
C00001413,2,11,Female
C00001414,1,70,Female
C00001416,3,19,Male
C00001417,2,27,Female
C00001418,1,41,Female
C00001419,3,74,Female
C00001420,3,74,Male
C00001421,2,20,Female
C00001422,1,69,Female
C00001423,4,69,Male
C00001424,2,8,Male
C00001425,2,12,Male
C00001426,2,12,Female
C00001427,2,14,Female
C00001428,3,12,Male
C00001429,3,12,Female
C00001430,4,64,Female
C00001431,3,55,Female
C00001432,2,16,Female
C00001433,2,72,Female
C00001434,2,72,Male
C00001435,2,52,Male
C00001438,2,29,Female
C00001439,1,29,Male
C00001440,1,1,Male
C00001441,3,42,Female
C00001442,3,42,Male
C00001443,3,29,Male
C00001444,2,29,Female
C00001445,2,68,Male
C00001446,2,70,Male
C00001447,2,70,Female
C00001448,2,50,Female
C00001449,2,41,Male
C00001450,2,61,Female
C00001452,2,72,Female
C00001453,2,29,Female
C00001454,3,73,Male
C00001455,3,73,Female
C00001456,3,70,Male
C00001457,3,70,Female
C00001458,3,67,Male
C00001459,1,4,Male
C00001460,3,23,Female
C00001461,2,28,Male
C00001462,2,49,Male
C00001463,3,70,Female
C00001464,3,36,Female
C00001465,3,36,Male
C00001466,2,39,Male
C00001467,3,65,Male
C00001468,2,77,Female
C00001469,2,54,Female
C00001470,2,1,Male
C00001471,3,1,Female
C00001472,2,1,Female
C00001473,3,1,Female
C00001474,1,45,Female
C00001475,3,19,Male
C00001476,1,70,Male
C00001478,2,4,Male
C00001479,2,1,Male
C00001480,2,69,Male
C00001481,3,62,Female
C00001482,2,46,Female
C00001483,2,1,Female
C00001484,2,1,Male
C00001485,1,7,Male
C00001486,1,7,Female
C00001487,1,48,Female
C00001488,2,31,Male
C00001489,3,6,Male
C00001490,3,42,Male
C00001491,4,19,Male
C00001492,2,9,Female
C00001493,3,1,Male
C00001494,3,1,Female
C00001495,3,1,Female
C00001496,2,1,Female
C00001497,2,53,Female
C00001498,2,53,Male
C00001499,2,74,Female
C00001500,4,1,Male
C00001501,2,68,Male
C00001502,1,68,Male
C00001503,3,58,Male
C00001504,3,58,Female
C00001505,1,65,Female
C00001506,3,22,Male
C00001507,3,22,Female
C00001508,2,67,Female
C00001509,2,62,Female
C00001510,2,34,Female
C00001511,2,13,Female
C00001512,2,5,Female
C00001513,2,74,Male
C00001514,2,68,Male
C00001516,2,38,Female
C00001517,2,66,Male
C00001518,2,3,Female
C00001519,2,3,Male
C00001520,2,72,Male
C00001521,1,5,Male
C00001522,2,52,Female
C00001523,3,29,Female
C00001524,2,30,Female
C00001525,2,1,Male
C00001526,3,1,Female
C00001527,3,49,Male
C00001528,2,57,Male
C00001529,1,43,Female
C00001530,2,74,Female
C00001531,2,52,Female
C00001532,2,52,Male
C00001533,2,55,Male
C00001534,2,17,Female
C00001535,3,40,Male
C00001536,2,37,Female
C00001537,1,54,Male
C00001539,3,32,Male
C00001540,3,36,Male
C00001541,3,36,Female
C00001542,3,31,Male
C00001543,3,31,Female
C00001546,3,28,Male
C00001547,3,28,Female
C00001548,3,70,Male
C00001549,3,70,Female
C00001550,2,8,Female
C00001554,2,55,Male
C00001555,2,30,Male
C00001556,2,66,Male
C00001557,2,35,Female
C00001558,3,11,Female
C00001559,2,72,Male
C00001561,3,1,Female
C00001562,3,1,Male
C00001563,1,3,Male
C00001564,2,40,Female
C00001565,2,71,Male
C00001566,2,15,Female
C00001567,3,50,Male
C00001568,3,50,Female
C00001569,2,54,Female
C00001570,2,54,Male
C00001571,2,7,Female
C00001572,2,1,Female
C00001574,1,18,Male
C00001575,3,55,Female
C00001576,3,55,Male
C00001577,2,23,Male
C00001578,1,40,Female
C00001579,2,27,Male
C00001580,2,1,Female
C00001581,2,56,Female
C00001582,3,54,Male
C00001583,1,1,Female
C00001584,2,1,Female
C00001585,3,60,Male
C00001586,3,60,Female
C00001587,3,23,Male
C00001588,2,45,Male
C00001589,2,48,Female
C00001590,2,13,Female
C00001591,2,42,Female
C00001592,3,56,Male
C00001593,3,56,Female
C00001594,3,56,Male
C00001595,2,56,Female
C00001596,1,58,Female
C00001597,2,60,Male
C00001598,3,67,Male
C00001599,2,43,Male
C00001600,2,43,Female
C00001601,2,42,Female
C00001602,2,42,Male
C00001603,2,26,Male
C00001604,2,26,Female
C00001605,4,52,Female
C00001606,4,65,Male
C00001607,2,8,Female
C00001608,2,53,Male
C00001609,2,53,Female
C00001610,2,68,Female
C00001611,2,59,Female
C00001612,2,59,Male
C00001613,2,50,Male
C00001614,3,21,Male
C00001615,2,74,Female
C00001616,3,54,Male
C00001617,2,5,Female
C00001618,1,17,Female
C00001619,2,74,Female
C00001620,3,74,Male
C00001621,2,76,Female
C00001622,2,52,Male
C00001623,2,36,Male
C00001624,2,9,Male
C00001625,1,9,Female
C00001628,2,12,Female
C00001629,2,28,Male
C00001630,2,28,Female
C00001631,1,74,Male
C00001632,2,8,Female
C00001633,1,55,Female
C00001634,2,55,Male
C00001635,3,75,Female
C00001636,3,75,Male
C00001637,2,21,Male
C00001638,2,40,Female
C00001639,2,1,Female
C00001640,2,51,Female
C00001641,3,31,Female
C00001642,2,1,Female
C00001643,1,39,Female
C00001644,1,56,Male
C00001645,2,39,Female
C00001646,2,8,Male
C00001647,1,71,Female
C00001648,2,46,Male
C00001649,2,46,Female
C00001650,2,1,Male
C00001651,2,11,Female
C00001653,2,42,Male
C00001654,2,60,Male
C00001655,1,74,Male
C00001656,2,22,Female
C00001657,3,32,Male
C00001658,3,52,Female
C00001659,3,1,Female
C00001660,4,1,Female
C00001661,2,47,Female
C00001662,2,53,Male
C00001663,2,19,Male
C00001664,3,64,Female
C00001665,3,64,Male
C00001666,2,1,Male
C00001667,2,1,Female
C00001668,2,20,Female
C00001669,2,47,Male
C00001670,2,53,Male
C00001671,3,57,Female
C00001672,3,57,Male
C00001673,1,48,Male
C00001674,3,11,Female
C00001675,2,74,Male
C00001676,2,53,Male
C00001677,2,53,Female
C00001679,2,67,Female
C00001680,1,29,Female
C00001681,2,34,Male
C00001682,2,69,Male
C00001683,2,15,Female
C00001684,2,15,Male
C00001685,2,61,Female
C00001686,2,1,Female
C00001687,2,1,Male
C00001688,3,32,Male
C00001689,3,1,Male
C00001690,2,46,Female
C00001691,1,21,Female
C00001692,1,62,Male
C00001693,4,45,Female
C00001694,1,45,Male
C00001696,3,1,Female
C00001697,2,55,Female
C00001698,2,55,Male
C00001699,2,17,Male
C00001700,2,7,Male
C00001701,2,7,Female
C00001702,1,53,Female
C00001703,3,50,Male
C00001704,3,50,Female
C00001705,2,19,Female
C00001706,2,19,Male
C00001707,2,10,Male
C00001709,2,74,Female
C00001710,2,54,Male
C00001711,2,64,Female
C00001712,2,64,Male
C00001713,3,65,Male
C00001714,2,58,Male
C00001717,1,73,Female
C00001718,3,75,Male
C00001719,1,35,Male
C00001720,3,33,Female
C00001721,3,33,Male
C00001722,3,68,Male
C00001723,4,71,Female
C00001724,3,68,Female
C00001725,2,76,Female
C00001726,2,76,Male
C00001727,2,32,Male
C00001728,2,32,Female
C00001729,2,76,Male
C00001730,3,40,Male
C00001731,2,17,Female
C00001733,1,57,Female
C00001734,1,26,Male
C00001735,1,26,Female
C00001736,1,41,Female
C00001737,2,27,Male
C00001738,2,27,Female
C00001741,3,70,Male
C00001742,2,1,Male
C00001743,2,3,Male
C00001744,2,50,Female
C00001745,2,23,Female
C00001746,2,11,Female
C00001747,2,11,Male
C00001748,1,64,Male
C00001749,3,50,Female
C00001750,2,23,Male
C00001751,2,54,Male
C00001752,1,70,Male
C00001753,1,60,Female
C00001754,1,57,Male
C00001755,2,65,Female
C00001756,3,1,Male
C00001757,3,1,Female
C00001758,2,35,Male
C00001759,3,63,Female
C00001760,3,77,Male
C00001761,2,45,Male
C00001762,2,61,Male
C00001763,2,46,Male
C00001764,1,66,Male
C00001765,1,9,Male
C00001768,2,29,Male
C00001769,2,12,Male
C00001770,2,12,Female
C00001771,3,54,Female
C00001772,1,73,Female
C00001774,1,32,Female
C00001775,2,73,Male
C00001776,2,30,Female
C00001777,2,69,Female
C00001778,2,69,Male
C00001779,3,37,Male
C00001780,2,54,Female
C00001781,3,67,Male
C00001782,2,19,Male
C00001783,2,1,Female
C00001784,4,2,Female
C00001785,1,39,Male
C00001786,3,63,Female
C00001787,3,63,Male
C00001788,2,1,Male
C00001789,3,61,Female
C00001790,2,1,Male
C00001791,2,5,Female
C00001792,1,54,Male
C00001793,2,41,Female
C00001794,2,54,Female
C00001795,2,38,Female
C00001796,3,10,Male
C00001797,2,10,Female
C00001798,3,70,Male
C00001799,2,36,Male
C00001800,2,63,Female
C00001801,2,66,Male
C00001802,2,66,Female
C00001803,2,25,Female
C00001806,2,5,Male
C00001807,3,47,Male
C00001808,3,47,Female
C00001809,3,24,Male
C00001810,3,41,Male
C00001811,3,1,Male
C00001812,2,36,Female
C00001813,2,36,Male
C00001814,2,57,Male
C00001815,1,16,Female
C00001816,2,62,Male
C00001817,2,47,Female
C00001818,2,47,Male
C00001819,1,43,Female
C00001820,3,50,Female
C00001821,2,1,Male
C00001822,3,71,Female
C00001823,1,1,Female
C00001824,2,69,Male
C00001825,1,51,Female
C00001826,3,13,Male
C00001827,2,13,Female
C00001828,2,69,Male
C00001829,2,51,Female
C00001830,2,33,Male
C00001831,1,51,Male
C00001832,2,1,Female
C00001833,2,30,Male
C00001834,3,7,Male
C00001835,3,7,Female
C00001836,2,36,Female
C00001837,2,67,Male
C00001838,2,67,Female
C00001839,3,5,Female
C00001840,3,5,Male
C00001841,2,67,Female
C00001842,2,9,Male
C00001843,3,48,Female
C00001844,3,74,Female
C00001845,3,74,Male
C00001846,4,48,Male
C00001847,1,52,Female
C00001848,3,6,Female
C00001849,3,57,Female
C00001850,2,52,Female
C00001851,1,31,Female
C00001852,2,50,Male
C00001853,2,1,Male
C00001854,3,70,Female
C00001856,2,54,Female
C00001857,2,54,Male
C00001860,2,1,Female
C00001861,2,29,Male
C00001862,1,50,Female
C00001863,2,54,Male
C00001864,2,22,Male
C00001865,2,22,Female
C00001866,2,64,Female
C00001867,2,1,Female
C00001868,4,60,Male
C00001869,3,1,Female
C00001870,3,1,Male
C00001871,4,1,Female
C00001872,2,52,Female
C00001873,2,52,Male
C00001874,2,1,Male
C00001875,1,15,Male
C00001876,2,1,Male
C00001877,2,47,Female
C00001878,2,47,Male
C00001879,2,21,Female
C00001880,1,1,Male
C00001881,3,72,Male
C00001882,3,72,Female
C00001883,2,18,Female
C00001884,1,59,Female
C00001885,2,47,Female
C00001886,3,34,Male
C00001887,3,54,Male
C00001888,3,66,Female
C00001889,2,32,Female
C00001890,2,14,Female
C00001891,2,62,Female
C00001892,3,66,Male
C00001893,3,66,Female
C00001894,2,1,Female
C00001895,2,47,Female
C00001896,4,48,Male
C00001897,2,36,Female
C00001898,2,73,Male
C00001899,2,10,Male
C00001900,2,23,Male
C00001901,2,23,Female
C00001903,3,1,Female
C00001904,2,66,Male
C00001905,2,72,Female
C00001906,3,63,Male
C00001907,3,75,Female
C00001908,3,33,Male
C00001909,2,35,Female
C00001910,2,67,Male
C00001911,3,48,Female
C00001912,1,57,Male
C00001913,2,69,Male
C00001914,2,39,Female
C00001915,3,39,Male
C00001916,3,28,Male
C00001917,2,69,Female
C00001919,2,30,Male
C00001920,1,42,Male
C00001921,2,1,Female
C00001922,2,1,Male
C00001923,2,1,Female
C00001924,3,67,Male
C00001925,3,37,Male
C00001926,3,37,Female
C00001927,2,77,Male
C00001928,2,77,Female
C00001929,2,65,Female
C00001930,3,38,Female
C00001931,2,16,Female
C00001932,3,15,Female
C00001934,3,70,Female
C00001935,3,68,Female
C00001936,2,15,Female
C00001937,2,15,Male
C00001938,3,57,Female
C00001939,3,1,Male
C00001940,3,1,Female
C00001941,3,10,Female
C00001942,3,10,Male
C00001943,3,39,Male
C00001944,2,31,Female
C00001945,2,54,Male
C00001946,3,72,Male
C00001947,4,23,Male
C00001948,3,71,Female
C00001949,2,71,Male
C00001950,3,26,Male
C00001951,1,41,Male
C00001952,1,52,Female
C00001953,2,52,Male
C00001954,2,69,Male
C00001955,1,66,Female
C00001956,3,1,Female
C00001957,1,63,Male
C00001958,1,63,Female
C00001959,3,1,Male
C00001960,2,22,Male
C00001961,3,31,Female
C00001962,2,6,Male
C00001963,2,38,Male
C00001964,3,17,Male
C00001965,3,75,Male
C00001966,2,19,Female
C00001967,2,1,Female
C00001968,2,1,Male
C00001969,3,53,Female
C00001970,2,1,Female
C00001971,2,3,Female
C00001972,2,1,Female
C00001973,3,60,Female
C00001974,3,10,Male
C00001975,3,10,Female
C00001976,3,72,Male
C00001977,3,10,Female
C00001978,2,18,Female
C00001979,3,51,Female
C00001980,2,77,Male
C00001981,1,19,Female
C00001982,1,53,Male
C00001983,4,53,Female
C00001984,3,1,Male
C00001985,3,6,Male
C00001986,2,6,Female
C00001988,2,13,Male
C00001989,3,50,Female
C00001990,2,50,Male
C00001991,3,64,Male
C00001993,1,1,Male
C00001994,2,1,Female
C00001995,2,50,Female
C00001996,3,1,Male
C00001997,1,1,Female
C00001998,1,40,Female
C00001999,4,74,Female
C00002000,2,39,Female
C00002001,1,34,Female
C00002002,3,70,Female
C00002003,3,70,Male
C00002004,1,1,Female
C00002005,1,30,Male
C00002006,2,41,Female
C00002007,2,41,Male
C00002008,2,47,Male
C00002009,3,12,Male
C00002010,2,37,Male
C00002011,3,46,Female
C00002012,3,46,Male
C00002013,2,1,Female
C00002015,2,1,Female
C00002016,3,55,Male
C00002017,3,55,Female
C00002018,2,56,Female
C00002019,3,73,Male
C00002020,3,73,Female
C00002021,3,67,Male
C00002022,3,56,Male
C00002023,3,56,Female
C00002024,3,62,Male
C00002025,2,39,Male
C00002026,3,39,Female
C00002027,3,12,Male
C00002028,3,12,Female
C00002029,3,5,Female
C00002030,4,5,Female
C00002031,3,54,Male
C00002032,2,1,Male
C00002033,3,1,Female
C00002034,3,13,Male
C00002035,3,13,Female
C00002037,2,69,Female
C00002038,4,1,Female
C00002039,2,68,Female
C00002040,2,59,Male
C00002041,2,68,Male
C00002042,4,49,Male
C00002043,2,77,Female
C00002044,2,32,Female
C00002045,2,28,Male
C00002046,2,28,Female
C00002047,2,11,Female
C00002048,3,23,Female
C00002049,3,70,Male
C00002050,3,70,Female
C00002051,3,74,Female
C00002052,3,74,Male
C00002053,3,16,Male
C00002054,2,48,Male
C00002055,1,56,Female
C00002056,1,1,Male
C00002057,1,6,Female
C00002058,1,76,Male
C00002059,1,43,Male
C00002060,1,43,Female
C00002061,2,63,Male
C00002062,2,63,Female
C00002063,2,68,Female
C00002064,3,53,Male
C00002065,1,64,Male
C00002066,1,1,Male
C00002067,1,56,Male
C00002068,3,72,Female
C00002069,3,70,Female
C00002070,1,70,Female
C00002071,1,1,Male
C00002072,2,75,Female
C00002073,2,22,Male
C00002074,2,24,Female
C00002075,3,74,Male
C00002076,2,63,Female
C00002077,3,44,Female
C00002078,1,10,Female
C00002079,3,72,Female
C00002080,2,60,Male
C00002081,1,46,Female
C00002082,3,67,Male
C00002083,2,71,Male
C00002084,3,1,Female
C00002085,3,1,Male
C00002086,2,35,Female
C00002087,1,68,Male
C00002088,2,32,Female
C00002089,2,70,Female
C00002090,1,70,Male
C00002091,3,48,Female
C00002092,2,72,Male
C00002093,1,48,Male
C00002094,1,48,Female
C00002095,1,9,Male
C00002096,1,74,Female
C00002097,3,53,Male
C00002098,3,53,Female
C00002099,3,1,Male
C00002100,3,33,Female
C00002101,3,33,Male
C00002102,2,51,Male
C00002103,2,18,Female
C00002104,2,37,Male
C00002105,2,42,Female
C00002106,3,74,Female
C00002107,3,74,Male
C00002108,2,77,Female
C00002109,2,15,Female
C00002110,2,3,Female
C00002111,3,57,Female
C00002112,3,21,Male
C00002113,3,68,Male
C00002114,3,51,Male
C00002115,3,51,Female
C00002116,3,76,Male
C00002117,2,53,Male
C00002118,1,1,Male
C00002119,2,30,Female
C00002121,1,64,Male
C00002122,1,1,Female
C00002123,4,53,Male
C00002124,2,68,Female
C00002125,1,71,Male
C00002126,1,52,Female
C00002128,2,38,Female
C00002129,2,75,Male
C00002130,2,21,Female
C00002131,1,39,Female
C00002132,2,39,Male
C00002133,3,53,Female
C00002134,3,53,Male
C00002135,2,24,Female
C00002136,2,28,Female
C00002137,2,73,Female
C00002138,4,68,Male
C00002139,3,18,Female
C00002140,3,18,Male
C00002141,2,28,Male
C00002142,2,21,Female
C00002143,2,21,Male
C00002144,2,15,Female
C00002145,2,39,Female
C00002146,1,65,Male
C00002147,2,69,Female
C00002148,2,31,Female
C00002149,3,33,Female
C00002150,2,61,Male
C00002151,2,61,Female
C00002152,3,17,Female
C00002153,2,36,Female
C00002154,2,60,Female
C00002155,2,15,Male
C00002156,2,33,Female
C00002157,2,11,Male
C00002158,4,10,Male
C00002159,3,74,Female
C00002160,2,70,Male
C00002161,3,1,Female
C00002162,3,1,Male
C00002163,3,52,Male
C00002164,2,47,Male
C00002165,2,47,Female
C00002166,2,30,Female
C00002167,4,1,Male
C00002168,2,46,Female
C00002169,1,46,Male
C00002170,2,70,Male
C00002171,2,1,Male
C00002172,3,7,Female
C00002173,2,56,Female
C00002174,2,74,Female
C00002175,2,53,Female
C00002176,2,18,Male
C00002177,2,24,Female
C00002178,3,46,Male
C00002179,3,9,Female
C00002180,1,51,Female
C00002181,2,46,Male
C00002182,3,75,Female
C00002183,3,75,Male
C00002184,1,24,Male
C00002185,2,20,Female
C00002186,2,48,Female
C00002187,3,40,Male
C00002188,3,40,Female
C00002189,2,21,Female
C00002190,1,28,Male
C00002191,1,28,Female
C00002192,2,1,Female
C00002193,2,1,Male
C00002194,2,50,Female
C00002195,2,68,Female
C00002196,2,31,Female
C00002197,2,47,Female
C00002198,3,17,Female
C00002199,5,17,Male
C00002200,2,66,Male
C00002201,3,44,Male
C00002202,3,44,Female
C00002203,3,10,Male
C00002204,2,54,Female
C00002205,2,55,Male
C00002206,2,10,Female
C00002207,2,70,Female
C00002208,2,70,Male
C00002209,3,30,Female
C00002210,3,30,Male
C00002211,3,3,Female
C00002212,1,52,Male
C00002213,2,3,Male
C00002214,2,5,Male
C00002215,3,10,Male
C00002216,1,1,Female
C00002217,1,1,Male
C00002218,2,43,Male
C00002219,2,43,Female
C00002220,2,20,Female
C00002221,2,20,Male
C00002222,3,1,Female
C00002223,2,70,Female
C00002224,3,54,Male
C00002225,2,4,Female
C00002226,2,74,Female
C00002227,1,42,Male
C00002228,2,43,Female
C00002229,2,68,Male
C00002230,2,5,Male
C00002231,1,21,Female
C00002232,2,36,Male
C00002233,2,36,Female
C00002235,2,14,Female
C00002236,1,44,Female
C00002237,2,47,Male
C00002238,2,47,Female
C00002239,1,6,Female
C00002240,3,47,Female
C00002241,3,47,Male
C00002242,1,1,Female
C00002243,4,1,Male
C00002246,2,55,Female
C00002247,1,35,Female
C00002248,1,7,Male
C00002249,2,32,Female
C00002250,3,34,Female
C00002251,1,26,Female
C00002252,2,37,Male
C00002253,2,37,Female
C00002254,3,72,Female
C00002255,3,50,Female
C00002256,1,70,Male
C00002257,1,62,Female
C00002258,1,62,Male
C00002259,2,19,Female
C00002260,2,62,Female
C00002261,2,62,Male
C00002263,3,1,Male
C00002264,2,4,Male
C00002265,1,52,Male
C00002266,3,16,Male
C00002267,2,1,Female
C00002268,3,10,Male
C00002269,2,48,Female
C00002270,2,61,Female
C00002271,2,61,Male
C00002274,2,9,Male
C00002275,2,9,Female
C00002276,3,44,Female
C00002277,1,1,Male
C00002278,3,76,Male
C00002279,2,52,Male
C00002280,1,10,Female
C00002281,1,76,Female
C00002282,1,60,Male
C00002283,2,1,Male
C00002286,2,54,Female
C00002287,1,47,Male
C00002288,2,32,Female
C00002289,2,32,Male
C00002290,2,31,Female
C00002291,2,6,Male
C00002292,3,59,Male
C00002293,2,1,Male
C00002294,2,32,Female
C00002295,3,22,Female
C00002296,2,22,Male
C00002297,2,48,Male
C00002298,2,48,Female
C00002299,2,6,Female
C00002300,2,35,Female
C00002301,2,35,Male
C00002302,2,74,Male
C00002303,3,61,Female
C00002304,3,61,Male
C00002305,2,70,Female
C00002306,2,70,Male
C00002307,3,26,Male
C00002308,1,27,Female
C00002309,1,15,Female
C00002310,3,40,Male
C00002311,3,40,Female
C00002312,1,11,Female
C00002313,4,70,Male
C00002314,2,34,Female
C00002315,2,34,Male
C00002316,1,1,Male
C00002317,1,1,Male
C00002318,3,20,Female
C00002319,1,40,Female
C00002320,2,60,Male
C00002321,2,68,Female
C00002322,3,15,Male
C00002323,2,48,Female
C00002324,1,27,Male
C00002325,2,2,Female
C00002326,2,72,Female
C00002327,3,73,Male
C00002328,2,24,Male
C00002329,1,18,Male
C00002330,2,40,Female
C00002331,2,42,Female
C00002332,2,60,Female
C00002333,2,60,Male
C00002335,3,66,Female
C00002336,3,12,Male
C00002337,3,12,Female
C00002338,2,58,Female
C00002339,2,58,Male
C00002340,2,42,Male
C00002341,2,42,Female
C00002342,2,70,Male
C00002343,2,1,Male
C00002344,3,3,Female
C00002345,2,33,Male
C00002346,2,33,Female
C00002347,2,35,Female
C00002348,3,35,Male
C00002349,2,46,Female
C00002350,2,46,Male
C00002351,2,38,Male
C00002352,1,70,Female
C00002353,3,4,Female
C00002354,2,1,Male
C00002355,2,6,Female
C00002356,3,52,Male
C00002357,3,52,Female
C00002358,2,74,Female
C00002359,2,74,Male
C00002361,2,9,Male
C00002362,1,9,Female
C00002363,2,43,Male
C00002364,1,56,Female
C00002365,2,46,Female
C00002366,3,35,Male
C00002367,3,35,Female
C00002368,2,64,Female
C00002369,2,64,Male
C00002370,2,41,Female
C00002371,2,70,Female
C00002372,1,23,Female
C00002373,2,15,Male
C00002374,2,9,Male
C00002375,2,72,Female
C00002376,2,72,Male
C00002377,2,49,Male
C00002378,2,63,Female
C00002379,2,33,Female
C00002380,3,40,Male
C00002381,3,40,Female
C00002382,3,62,Female
C00002383,2,31,Female
C00002384,2,31,Male
C00002385,3,13,Male
C00002386,3,13,Female
C00002387,2,77,Female
C00002388,1,42,Male
C00002389,3,25,Male
C00002390,3,57,Male
C00002391,2,1,Male
C00002392,2,26,Male
C00002393,1,16,Female
C00002394,2,5,Male
C00002395,2,8,Male
C00002396,2,41,Female
C00002397,3,46,Male
C00002398,2,71,Female
C00002399,2,42,Female
C00002400,2,19,Male
C00002401,2,26,Female
C00002402,2,41,Male
C00002403,2,1,Female
C00002404,1,27,Female
C00002405,1,27,Male
C00002406,2,49,Female
C00002407,1,51,Male
C00002408,2,6,Female
C00002409,2,54,Male
C00002410,1,73,Female
C00002411,2,73,Male
C00002412,4,20,Male
C00002413,2,46,Male
C00002414,2,54,Female
C00002415,2,54,Male
C00002416,2,72,Female
C00002417,3,48,Female
C00002418,2,1,Female
C00002419,2,1,Female
C00002420,1,48,Female
C00002421,1,48,Male
C00002422,1,68,Female
C00002423,2,42,Male
C00002424,3,54,Male
C00002425,1,6,Female
C00002426,3,74,Male
C00002427,3,74,Female
C00002428,2,1,Female
C00002429,1,70,Male
C00002430,3,5,Male
C00002431,2,75,Male
C00002432,3,27,Female
C00002433,2,32,Male
C00002434,2,42,Female
C00002435,2,16,Female
C00002436,3,25,Female
C00002437,3,45,Male
C00002438,2,52,Female
C00002439,2,52,Male
C00002440,3,17,Male
C00002441,3,1,Male
C00002442,3,1,Female
C00002443,2,75,Male
C00002444,3,4,Male
C00002445,2,54,Male
C00002447,1,68,Male
C00002448,1,68,Female
C00002449,2,1,Male
C00002450,1,54,Female
C00002451,3,42,Male
C00002452,2,64,Female
C00002453,3,13,Male
C00002454,2,69,Female
C00002455,3,72,Male
C00002456,3,72,Female
