trans_id,account_id,type_id,operation_id,bank_id,amount,balance,date
T00002084,A00000008,2,4,1,14.6,44129.5,2017-10-31
T00002085,A00000008,2,4,1,14.6,43650.6,2017-11-30
T00002086,A00000008,2,4,1,14.6,49388.6,2017-12-31
T00002087,A00000008,2,4,1,14.6,21924.6,2018-01-31
T00002088,A00000008,2,4,1,14.6,26519.4,2018-02-28
T00002089,A00000008,2,4,1,14.6,33813.8,2018-03-31
T00002090,A00000008,2,4,1,14.6,41214.3,2018-04-30
T00002091,A00000008,2,4,1,14.6,44733.2,2018-05-31
T00002092,A00000008,2,4,1,14.6,31585.3,2018-06-30
T00002093,A00000008,2,4,1,14.6,42386.7,2018-07-31
T00002094,A00000008,2,4,1,14.6,51158.4,2018-08-31
T00002095,A00000008,2,4,1,14.6,62741.4,2018-09-30
T00002096,A00000008,2,4,1,14.6,68762.9,2018-10-31
T00002097,A00000008,2,4,1,14.6,62554.9,2018-11-30
T00002098,A00000008,1,1,1,3700,25075,2015-10-21
T00002099,A00000008,2,4,1,12000,33587.1,2015-11-20
T00002100,A00000008,2,4,1,16900,47516.6,2015-12-20
T00002101,A00000008,2,4,1,17700,50454,2016-01-19
T00002102,A00000008,2,4,1,15800,52720.1,2016-02-18
T00002103,A00000008,2,4,1,14700,49403.3,2016-03-19
T00002104,A00000008,2,4,1,12400,48376.3,2016-04-18
T00002105,A00000008,2,4,1,8000,51738.3,2016-05-18
T00002106,A00000008,2,4,1,10600,52420.3,2016-06-17
T00002107,A00000008,2,4,1,12700,45818.3,2016-07-17
T00002108,A00000008,2,4,1,10200,46963.8,2016-08-16
T00002109,A00000008,2,4,1,8900,49410.5,2016-09-15
T00002110,A00000008,2,4,1,14500,46260.6,2016-10-15
T00002111,A00000008,2,4,1,10700,42224.4,2016-11-14
T00002112,A00000008,2,4,1,11900,45520.8,2016-12-14
T00002113,A00000008,2,4,1,4800,34370.6,2017-01-13
T00002114,A00000008,1,1,1,200,37087,2017-02-12
T00002115,A00000008,2,4,1,3800,44567.3,2017-03-14
T00002116,A00000008,2,4,1,5400,48208.4,2017-04-13
T00002117,A00000008,2,4,1,8500,51047.1,2017-05-13
T00002118,A00000008,2,4,1,17300,55339.4,2017-06-12
T00002119,A00000008,2,4,1,7000,42786,2017-07-12
T00002120,A00000008,2,4,1,9200,44903,2017-08-11
T00002121,A00000008,2,4,1,11700,44529.1,2017-09-10
T00002122,A00000008,2,4,1,11900,43956.5,2017-10-10
T00002123,A00000008,2,4,1,11800,43480.5,2017-11-09
T00002124,A00000008,2,4,1,11200,51118.6,2017-12-09
T00002125,A00000008,2,4,1,11000,43299.6,2018-01-08
T00002126,A00000008,1,1,1,3900,15512.6,2018-02-07
T00002127,A00000008,2,4,1,500,37170.4,2018-03-09
T00002128,A00000008,2,4,1,3900,41064.8,2018-04-08
T00002129,A00000008,2,4,1,7800,44565.3,2018-05-08
T00002130,A00000008,1,1,1,6000,74733.2,2018-06-07
T00002131,A00000008,2,4,1,500,44848.3,2018-07-07
T00002132,A00000008,2,4,1,900,34774.7,2018-08-06
T00002133,A00000008,1,1,1,200,51358.4,2018-09-05
T00002134,A00000008,2,4,1,5400,57341.4,2018-10-05
T00002135,A00000008,2,4,1,17600,51162.9,2018-11-04
T00002136,A00000008,2,4,1,7300,55254.9,2018-12-04
T00002176,A00000009,1,1,1,400,400,2013-01-27
T00002178,A00000009,1,1,1,14245,33804.4,2013-04-26
T00002179,A00000009,1,1,1,11131,36584.5,2014-05-14
T00002180,A00000009,1,1,1,3468,33858.4,2014-06-06
T00002181,A00000009,1,1,1,45691,78519.4,2015-12-16
T00002182,A00000009,1,1,1,10498,29837.8,2015-01-13
T00002183,A00000009,1,1,1,12894,37513.2,2016-11-22
T00002184,A00000009,1,1,1,2690,35403.4,2016-12-16
T00002185,A00000009,1,1,1,32930,84352.1,2017-10-11
T00002186,A00000009,1,1,1,35759,51422.1,2017-10-04
T00002187,A00000009,1,1,1,13225,29110.8,2018-09-08
T00002188,A00000009,1,1,1,26526,41979.8,2018-04-14
T00002190,A00000009,1,1,1,800,1200,2013-02-15
T00002191,A00000009,1,1,1,800,12905.4,2013-03-16
T00002192,A00000009,1,1,1,800,19559.4,2013-04-14
T00002193,A00000009,1,1,1,800,27889,2013-05-14
T00002194,A00000009,1,1,1,800,24384.6,2013-06-15
T00002195,A00000009,1,1,1,800,21956.4,2013-07-15
T00002196,A00000009,1,1,1,800,17078.9,2013-08-15
T00002197,A00000009,1,1,1,800,19237.6,2013-09-16
T00002198,A00000009,1,1,1,800,23704.1,2013-10-16
T00002199,A00000009,1,1,1,800,26988.3,2013-11-15
T00002200,A00000009,1,1,1,800,27783.6,2013-12-16
T00002201,A00000009,1,1,1,800,24178.4,2014-01-15
T00002202,A00000009,1,1,1,800,19513.8,2014-02-16
T00002203,A00000009,1,1,1,800,24983.5,2014-03-13
T00002204,A00000009,1,1,1,800,24367.8,2014-04-15
T00002205,A00000009,1,1,1,800,37384.5,2014-05-17
T00002206,A00000009,1,1,1,800,14358.4,2014-06-14
T00002207,A00000009,1,1,1,800,19280.9,2014-07-17
T00002208,A00000009,1,1,1,800,22451.7,2014-08-17
T00002209,A00000009,1,1,1,800,27685.9,2014-09-13
T00002210,A00000009,1,1,1,800,25484,2014-10-13
T00002211,A00000009,1,1,1,800,27329.8,2014-11-14
T00002212,A00000009,1,1,1,800,31033.1,2014-12-16
T00002213,A00000009,1,1,1,800,30637.8,2015-01-16
T00002214,A00000009,1,1,1,800,22862.3,2015-02-17
T00002215,A00000009,1,1,1,800,23734.1,2015-03-17
T00002216,A00000009,1,1,1,800,28222.9,2015-04-17
T00002217,A00000009,1,1,1,800,28025.4,2015-05-16
T00002218,A00000009,1,1,1,800,30786.2,2015-06-15
T00002219,A00000009,1,1,1,800,27896.6,2015-07-13
T00002220,A00000009,1,1,1,800,28794.4,2015-08-17
T00002221,A00000009,1,1,1,800,26095.7,2015-09-14
T00002222,A00000009,1,1,1,800,31905.2,2015-10-14
T00002223,A00000009,1,1,1,800,32516.5,2015-11-15
T00002224,A00000009,1,1,1,800,32828.4,2015-12-13
T00002225,A00000009,1,1,1,800,54088.4,2016-01-14
T00002226,A00000009,1,1,1,800,33960.4,2016-02-15
T00002227,A00000009,1,1,1,800,32836.2,2016-03-17
T00002228,A00000009,1,1,1,800,31357.3,2016-04-14
T00002229,A00000009,1,1,1,800,30373.7,2016-05-14
T00002230,A00000009,1,1,1,800,26136.4,2016-06-14
T00002231,A00000009,1,1,1,800,25934.5,2016-07-13
T00002232,A00000009,1,1,1,800,24523.3,2016-08-17
T00002233,A00000009,1,1,1,800,23204.6,2016-09-15
T00002234,A00000009,1,1,1,800,24885.3,2016-10-15
T00002235,A00000009,1,1,1,800,24619.2,2016-11-16
T00002236,A00000009,1,1,1,800,32713.4,2016-12-14
T00002237,A00000009,1,1,1,800,22635.2,2017-01-13
T00002238,A00000009,1,1,1,800,21568,2017-02-16
T00002239,A00000009,1,1,1,800,21437.2,2017-03-14
T00002240,A00000009,1,1,1,800,16660.3,2017-04-16
T00002241,A00000009,1,1,1,800,17316.2,2017-05-14
T00002242,A00000009,1,1,1,800,18170.6,2017-06-13
T00002243,A00000009,1,1,1,800,14026.6,2017-07-17
T00002244,A00000009,1,1,1,800,14876.1,2017-08-15
T00002245,A00000009,1,1,1,800,15717.9,2017-09-14
T00002246,A00000009,1,1,1,800,85152.1,2017-10-15
T00002247,A00000009,1,1,1,800,48129.7,2017-11-13
T00002248,A00000009,1,1,1,800,30975.2,2017-12-14
T00002249,A00000009,1,1,1,800,17849.4,2018-01-14
T00002250,A00000009,1,1,1,800,16553.9,2018-02-13
T00002251,A00000009,1,1,1,800,17402.1,2018-03-15
T00002252,A00000009,1,1,1,800,42779.8,2018-04-16
T00002253,A00000009,1,1,1,800,30494.4,2018-05-15
T00002254,A00000009,1,1,1,800,21476.9,2018-06-15
T00002255,A00000009,1,1,1,800,19384.9,2018-07-15
T00002256,A00000009,1,1,1,800,15343,2018-08-14
T00002257,A00000009,1,1,1,800,29910.8,2018-09-16
T00002258,A00000009,1,1,1,800,24385.1,2018-10-17
T00002259,A00000009,1,1,1,800,21113.5,2018-11-14
T00002260,A00000009,1,1,1,800,23782.1,2018-12-13
T00002262,A00000009,2,4,1,20300,13558.4,2014-06-10
T00002263,A00000009,2,4,1,5700,26986.2,2015-06-21
T00002268,A00000009,2,4,1,1100,23378.4,2014-01-13
T00002269,A00000009,2,4,1,9700,20237.8,2015-01-18
T00002270,A00000009,2,4,1,6800,43588.4,2016-01-21
T00002273,A00000009,2,4,1,8900,15484.6,2013-06-17
T00002280,A00000009,2,4,1,4100,18628.4,2014-01-30
T00002281,A00000009,2,4,1,6100,20939.8,2015-01-01
T00002282,A00000009,2,4,1,8800,33838.4,2016-01-28
T00002283,A00000009,2,4,1,5600,22235.2,2017-01-07
T00002285,A00000009,2,4,1,2100,25683.6,2013-12-17
T00002286,A00000009,2,4,1,1500,27733.1,2014-12-20
T00002287,A00000009,2,4,1,800,31828.4,2015-12-05
T00002288,A00000009,2,4,1,2700,32703.4,2016-12-25
T00002289,A00000009,2,4,1,700,30175.2,2017-12-07
T00002290,A00000009,2,4,1,1100,22982.1,2018-12-11
T00002297,A00000009,2,4,1,1000,24478.4,2014-01-10
T00002298,A00000009,2,4,1,900,23278.4,2014-01-16
T00002299,A00000009,2,4,1,850,22728.4,2014-01-28
T00002300,A00000009,2,4,1,1450,24528.4,2014-01-23
T00002301,A00000009,2,4,1,950,23578.4,2014-01-24
T00002302,A00000009,2,4,1,700,25978.4,2014-01-22
T00002303,A00000009,2,4,1,800,27039.8,2015-01-01
T00002304,A00000009,2,4,1,600,19339.8,2015-01-08
T00002305,A00000009,2,4,1,300,20639.8,2015-01-01
T00002306,A00000009,2,4,1,700,19939.8,2015-01-03
T00002307,A00000009,2,4,1,650,19587.8,2015-01-25
T00002308,A00000009,2,4,1,550,19037.8,2015-01-30
T00002309,A00000009,2,4,1,950,42638.4,2016-01-22
T00002310,A00000009,2,4,1,1250,50388.4,2016-01-20
T00002311,A00000009,2,4,1,1100,77638.4,2016-01-04
T00002312,A00000009,2,4,1,1200,51638.4,2016-01-17
T00002313,A00000009,2,4,1,1250,52838.4,2016-01-15
T00002314,A00000009,2,4,1,850,76788.4,2016-01-09
T00002315,A00000009,2,4,1,700,20685.2,2017-01-24
T00002316,A00000009,2,4,1,1250,21385.2,2017-01-22
T00002317,A00000009,2,4,1,250,32585.2,2017-01-03
T00002318,A00000009,2,4,1,850,27835.2,2017-01-07
T00002319,A00000009,2,4,1,400,21835.2,2017-01-08
T00002320,A00000009,2,4,1,1100,19585.2,2017-01-28
T00002321,A00000009,2,4,1,850,17399.4,2018-01-04
T00002322,A00000009,2,4,1,1000,16849.4,2018-01-19
T00002324,A00000009,2,4,1,1150,15699.4,2018-01-20
T00002325,A00000009,2,4,1,350,17049.4,2018-01-13
T00002326,A00000009,2,4,1,1300,18249.4,2018-01-02
T00002327,A00000009,2,4,1,2100,17578.9,2013-07-31
T00002328,A00000009,2,4,1,1250,19606.4,2013-07-29
T00002329,A00000009,2,4,1,1300,16278.9,2013-08-06
T00002331,A00000009,2,4,1,350,26529.8,2014-11-09
T00002332,A00000009,2,4,1,1800,23183.5,2014-03-16
T00002333,A00000009,2,4,1,1650,18480.9,2014-07-05
T00002334,A00000009,2,4,1,250,26885.9,2014-09-04
T00002335,A00000009,2,4,1,2200,24684,2014-10-09
T00002336,A00000009,2,4,1,2200,26695.7,2015-09-05
T00002337,A00000009,2,4,1,1050,18062.3,2015-02-15
T00002338,A00000009,2,4,1,1900,28205.2,2015-10-22
T00002339,A00000009,2,4,1,1450,29986.2,2015-06-02
T00002340,A00000009,2,4,1,2000,27225.4,2015-05-14
T00002341,A00000009,2,4,1,1400,25295.7,2015-09-13
T00002342,A00000009,2,4,1,1750,28736.4,2016-06-09
T00002343,A00000009,2,4,1,850,22434.5,2016-07-30
T00002344,A00000009,2,4,1,800,32036.2,2016-03-17
T00002345,A00000009,2,4,1,1400,23123.3,2016-08-29
T00002346,A00000009,2,4,1,1150,23735.3,2016-10-28
T00002347,A00000009,2,4,1,2050,23884.5,2016-07-21
T00002348,A00000009,2,4,1,600,23284.5,2016-07-24
T00002349,A00000009,2,4,1,1250,32710.4,2016-02-28
T00002350,A00000009,2,4,1,500,17670.6,2017-06-21
T00002351,A00000009,2,4,1,450,30525.2,2017-12-18
T00002352,A00000009,2,4,1,1400,20110.3,2017-04-02
T00002353,A00000009,2,4,1,1900,16410.3,2017-04-08
T00002354,A00000009,2,4,1,550,15860.3,2017-04-09
T00002355,A00000009,2,4,1,750,20313.5,2018-11-03
T00002356,A00000009,2,4,1,1200,19913.5,2018-11-14
T00002358,A00000009,2,4,1,1850,28776.9,2018-05-31
T00002365,A00000009,2,4,1,14.6,23584.6,2013-05-31
T00002366,A00000009,2,4,1,14.6,21156.4,2013-06-30
T00002367,A00000009,2,4,1,14.6,19678.9,2013-07-31
T00002368,A00000009,2,4,1,14.6,18437.6,2013-08-31
T00002369,A00000009,2,4,1,14.6,22904.1,2013-09-30
T00002370,A00000009,2,4,1,14.6,26188.3,2013-10-31
T00002371,A00000009,2,4,1,14.6,26983.6,2013-11-30
T00002372,A00000009,2,4,1,14.6,25478.4,2013-12-31
T00002373,A00000009,2,4,1,14.6,18713.8,2014-01-31
T00002374,A00000009,2,4,1,14.6,24183.5,2014-02-28
T00002375,A00000009,2,4,1,14.6,23567.8,2014-03-31
T00002376,A00000009,2,4,1,14.6,25453.5,2014-04-30
T00002377,A00000009,2,4,1,14.6,30390.4,2014-05-31
T00002378,A00000009,2,4,1,14.6,20130.9,2014-06-30
T00002379,A00000009,2,4,1,14.6,21651.7,2014-07-31
T00002380,A00000009,2,4,1,14.6,27135.9,2014-08-31
T00002381,A00000009,2,4,1,14.6,26884,2014-09-30
T00002382,A00000009,2,4,1,14.6,26879.8,2014-10-31
T00002383,A00000009,2,4,1,14.6,30233.1,2014-11-30
T00002384,A00000009,2,4,1,14.6,27839.8,2014-12-31
T00002385,A00000009,2,4,1,14.6,19112.3,2015-01-31
T00002386,A00000009,2,4,1,14.6,22934.1,2015-02-28
T00002387,A00000009,2,4,1,14.6,27422.9,2015-03-31
T00002388,A00000009,2,4,1,14.6,29225.4,2015-04-30
T00002389,A00000009,2,4,1,14.6,31436.2,2015-05-31
T00002390,A00000009,2,4,1,14.6,27096.6,2015-06-30
T00002391,A00000009,2,4,1,14.6,27194.4,2015-07-31
T00002392,A00000009,2,4,1,14.6,28895.7,2015-08-31
T00002393,A00000009,2,4,1,14.6,31105.2,2015-09-30
T00002394,A00000009,2,4,1,14.6,28316.5,2015-10-31
T00002395,A00000009,2,4,1,14.6,32628.4,2015-11-30
T00002396,A00000009,2,4,1,14.6,78738.4,2015-12-31
T00002397,A00000009,2,4,1,14.6,34060.4,2016-01-31
T00002398,A00000009,2,4,1,14.6,32836.2,2016-02-29
T00002399,A00000009,2,4,1,14.6,32157.3,2016-03-31
T00002400,A00000009,2,4,1,14.6,31473.7,2016-04-30
T00002401,A00000009,2,4,1,14.6,30486.4,2016-05-31
T00002402,A00000009,2,4,1,14.6,26234.5,2016-06-30
T00002403,A00000009,2,4,1,14.6,22523.3,2016-07-31
T00002404,A00000009,2,4,1,14.6,23204.6,2016-08-31
T00002405,A00000009,2,4,1,14.6,23285.3,2016-09-30
T00002406,A00000009,2,4,1,14.6,23819.2,2016-10-31
T00002407,A00000009,2,4,1,14.6,37613.4,2016-11-30
T00002408,A00000009,2,4,1,14.6,32835.2,2016-12-31
T00002409,A00000009,2,4,1,14.6,19668,2017-01-31
T00002410,A00000009,2,4,1,14.6,21637.2,2017-02-28
T00002411,A00000009,2,4,1,14.6,21510.3,2017-03-31
T00002412,A00000009,2,4,1,14.6,16716.2,2017-04-30
T00002413,A00000009,2,4,1,14.6,17370.6,2017-05-31
T00002414,A00000009,2,4,1,14.6,17726.6,2017-06-30
T00002415,A00000009,2,4,1,14.6,14076.1,2017-07-31
T00002416,A00000009,2,4,1,14.6,14917.9,2017-08-31
T00002417,A00000009,2,4,1,14.6,15763.1,2017-09-30
T00002418,A00000009,2,4,1,14.6,85429.7,2017-10-31
T00002419,A00000009,2,4,1,14.6,48375.2,2017-11-30
T00002420,A00000009,2,4,1,14.6,30649.4,2017-12-31
T00002421,A00000009,2,4,1,14.6,15753.9,2018-01-31
T00002422,A00000009,2,4,1,14.6,16602.1,2018-02-28
T00002423,A00000009,2,4,1,14.6,17453.8,2018-03-31
T00002424,A00000009,2,4,1,14.6,42894.4,2018-04-30
T00002425,A00000009,2,4,1,14.6,30626.9,2018-05-31
T00002426,A00000009,2,4,1,14.6,18584.9,2018-06-30
T00002427,A00000009,2,4,1,14.6,14543,2018-07-31
T00002428,A00000009,2,4,1,14.6,15885.8,2018-08-31
T00002429,A00000009,2,4,1,14.6,23585.1,2018-09-30
T00002430,A00000009,2,4,1,14.6,21063.5,2018-10-31
T00002431,A00000009,2,4,1,14.6,24082.1,2018-11-30
T00002432,A00000009,1,1,1,10900,12100,2013-02-26
T00002433,A00000009,1,1,1,5800,18705.4,2013-03-28
T00002434,A00000009,2,4,1,6800,27004.4,2013-04-27
T00002435,A00000009,2,4,1,4400,23489,2013-05-27
T00002436,A00000009,1,1,1,5600,21084.6,2013-06-26
T00002437,A00000009,2,4,1,1100,20856.4,2013-07-26
T00002438,A00000009,1,1,1,1300,18378.9,2013-08-25
T00002439,A00000009,1,1,1,3600,22837.6,2013-09-24
T00002440,A00000009,1,1,1,2400,26104.1,2013-10-24
T00002441,A00000009,2,4,1,100,26888.3,2013-11-23
T00002442,A00000009,2,4,1,300,25383.6,2013-12-23
T00002443,A00000009,1,1,1,3400,26678.4,2014-01-22
T00002444,A00000009,1,1,1,4600,24113.8,2014-02-21
T00002445,A00000009,1,1,1,300,23483.5,2014-03-23
T00002446,A00000009,1,1,1,1000,25367.8,2014-04-22
T00002447,A00000009,2,4,1,7100,30284.5,2014-05-22
T00002448,A00000009,1,1,1,5700,20058.4,2014-06-21
T00002449,A00000009,1,1,1,2300,21580.9,2014-07-21
T00002450,A00000009,1,1,1,4600,27051.7,2014-08-20
T00002451,A00000009,2,4,1,900,26785.9,2014-09-19
T00002452,A00000009,1,1,1,1300,26784,2014-10-19
T00002453,A00000009,1,1,1,2800,30129.8,2014-11-18
T00002454,A00000009,2,4,1,1800,29233.1,2014-12-18
T00002455,A00000009,2,4,1,700,29937.8,2015-01-17
T00002456,A00000009,1,1,1,4000,22062.3,2015-02-16
T00002457,A00000009,1,1,1,3600,27334.1,2015-03-18
T00002458,A00000009,1,1,1,900,29122.9,2015-04-17
T00002459,A00000009,1,1,1,3300,31325.4,2015-05-17
T00002460,A00000009,1,1,1,1900,32686.2,2015-06-16
T00002461,A00000009,2,4,1,800,27096.6,2015-07-16
T00002462,A00000009,1,1,1,800,27994.4,2015-08-15
T00002463,A00000009,1,1,1,4900,30995.7,2015-09-14
T00002464,A00000009,2,4,1,1800,30105.2,2015-10-14
T00002465,A00000009,1,1,1,3400,31716.5,2015-11-13
T00002466,A00000009,1,1,1,200,32028.4,2015-12-13
T00002467,A00000009,2,4,1,23500,53288.4,2016-01-12
T00002468,A00000009,2,4,1,900,33160.4,2016-02-11
T00002469,A00000009,2,4,1,800,32036.2,2016-03-12
T00002470,A00000009,2,4,1,1600,30557.3,2016-04-11
T00002471,A00000009,2,4,1,1900,29573.7,2016-05-11
T00002472,A00000009,2,4,1,3400,25336.4,2016-06-10
T00002473,A00000009,2,4,1,1100,25134.5,2016-07-10
T00002474,A00000009,1,1,1,1200,23723.3,2016-08-09
T00002475,A00000009,2,4,1,800,22404.6,2016-09-08
T00002476,A00000009,1,1,1,800,24085.3,2016-10-08
T00002477,A00000009,2,4,1,5700,31913.4,2016-12-07
T00002478,A00000009,2,4,1,3900,28685.2,2017-01-06
T00002479,A00000009,1,1,1,1100,20768,2017-02-05
T00002480,A00000009,2,4,1,1000,20637.2,2017-03-07
T00002481,A00000009,2,4,1,1800,18310.3,2017-04-06
T00002482,A00000009,2,4,1,200,16516.2,2017-05-06
T00002483,A00000009,2,4,1,4500,13226.6,2017-07-05
T00002484,A00000009,2,4,1,100,15663.1,2017-10-03
T00002485,A00000009,2,4,1,38100,47329.7,2017-11-02
T00002486,A00000009,2,4,1,17500,30875.2,2017-12-02
T00002487,A00000009,2,4,1,11100,19549.4,2018-01-01
T00002488,A00000009,2,4,1,2000,15453.8,2018-04-01
T00002489,A00000009,2,4,1,13200,29694.4,2018-05-01
T00002490,A00000009,2,4,1,8100,20676.9,2018-05-31
T00002491,A00000009,2,4,1,3000,18599.5,2018-06-30
T00002492,A00000009,2,4,1,4900,14484.9,2018-07-30
T00002493,A00000009,1,1,1,500,15843,2018-08-29
T00002494,A00000009,2,4,1,6400,23510.8,2018-09-28
T00002495,A00000009,2,4,1,3400,20985.1,2018-10-28
T00002496,A00000009,1,1,1,4100,24013.5,2018-11-27
T00002568,A00000010,1,1,1,1100,1100,2016-08-28
T00002577,A00000010,1,1,1,17686,18786,2016-09-13
T00002578,A00000010,1,1,1,17686,39684.2,2016-10-13
T00002579,A00000010,1,1,1,17686,50469,2016-11-13
T00002580,A00000010,1,1,1,26529,65638.5,2016-12-13
T00002581,A00000010,1,1,1,17686,65694.1,2017-01-13
T00002582,A00000010,1,1,1,17686,47392.6,2017-02-13
T00002583,A00000010,1,1,1,17686,51804.7,2017-03-13
T00002584,A00000010,1,1,1,17686,53018.8,2017-04-13
T00002585,A00000010,1,1,1,17686,54453.9,2017-05-13
T00002586,A00000010,1,1,1,26529,38111.8,2017-06-13
T00002587,A00000010,1,1,1,17686,49612.5,2017-07-13
T00002588,A00000010,1,1,1,17686,50131,2017-08-13
T00002589,A00000010,1,1,1,17686,57057.1,2017-09-13
T00002590,A00000010,1,1,1,17686,60005.4,2017-10-13
T00002591,A00000010,1,1,1,17686,61463.9,2017-11-13
T00002592,A00000010,1,1,1,26529,70969.2,2017-12-13
T00002593,A00000010,1,1,1,17686,54375,2018-01-13
T00002594,A00000010,1,1,1,17686,48913,2018-02-13
T00002595,A00000010,1,1,1,17686,54628.2,2018-03-13
T00002596,A00000010,1,1,1,17686,59267.5,2018-04-13
T00002597,A00000010,1,1,1,17686,58599.9,2018-05-13
T00002598,A00000010,1,1,1,26529,56437.6,2018-06-13
T00002599,A00000010,1,1,1,17686,56327.1,2018-07-13
T00002600,A00000010,1,1,1,17686,61873.1,2018-08-13
T00002601,A00000010,1,1,1,17686,68343.2,2018-09-13
T00002602,A00000010,1,1,1,17686,77243.9,2018-10-13
T00002603,A00000010,1,1,1,17686,77965.6,2018-11-13
T00002604,A00000010,1,1,1,26529,83410.1,2018-12-13
T00002618,A00000010,2,3,8,7033,29706.6,2017-02-12
T00002619,A00000010,2,3,8,7033,34118.7,2017-03-12
T00002620,A00000010,2,3,8,7033,35332.8,2017-04-12
T00002621,A00000010,2,3,8,7033,36767.9,2017-05-12
T00002622,A00000010,2,3,8,7033,11582.8,2017-06-12
T00002623,A00000010,2,3,8,7033,31926.5,2017-07-12
T00002624,A00000010,2,3,8,7033,32445,2017-08-12
T00002625,A00000010,2,3,8,7033,39371.1,2017-09-12
T00002626,A00000010,2,3,8,7033,42319.4,2017-10-12
T00002627,A00000010,2,3,8,7033,43777.9,2017-11-12
T00002628,A00000010,2,3,8,7033,44440.2,2017-12-12
T00002629,A00000010,2,3,8,7033,36689,2018-01-12
T00002630,A00000010,2,3,8,7033,31227,2018-02-12
T00002631,A00000010,2,3,8,7033,36942.2,2018-03-12
T00002632,A00000010,2,3,8,7033,41581.5,2018-04-12
T00002633,A00000010,2,3,8,7033,40913.9,2018-05-12
T00002634,A00000010,2,3,8,7033,29908.6,2018-06-12
T00002635,A00000010,2,3,8,7033,38641.1,2018-07-12
T00002636,A00000010,2,3,8,7033,44187.1,2018-08-12
T00002637,A00000010,2,3,8,7033,50657.2,2018-09-12
T00002638,A00000010,2,3,8,7033,59557.9,2018-10-12
T00002639,A00000010,2,3,8,7033,60279.6,2018-11-12
T00002640,A00000010,2,3,8,7033,56881.1,2018-12-12
T00002678,A00000010,2,4,1,23840,18615.8,2017-06-08
T00002679,A00000010,2,4,1,13760,36941.6,2018-06-11
T00002681,A00000010,2,4,1,9760,55934.1,2017-01-17
T00002682,A00000010,2,4,1,3840,50535,2018-01-13
T00002684,A00000010,2,4,1,4000,66969.2,2017-12-15
T00002685,A00000010,2,4,1,2720,61190.1,2018-12-18
T00002694,A00000010,2,4,1,3480,38954.1,2017-01-28
T00002696,A00000010,2,4,1,2400,36554.1,2017-01-29
T00002698,A00000010,2,4,1,3120,44442,2018-01-03
T00002699,A00000010,2,4,1,2760,47775,2018-01-14
T00002700,A00000010,2,4,1,720,43722,2018-01-07
T00002701,A00000010,2,4,1,1680,46095,2018-01-15
T00002702,A00000010,2,4,1,840,41455,2018-01-22
T00002703,A00000010,2,4,1,3360,38095,2018-01-23
T00002709,A00000010,2,4,1,1800,43800.9,2017-05-07
T00002710,A00000010,2,4,1,1200,39478,2017-08-12
T00002711,A00000010,2,4,1,2880,51573.9,2017-05-16
T00002712,A00000010,2,4,1,3720,47349.2,2017-12-24
T00002713,A00000010,2,4,1,2520,49284.7,2017-03-26
T00002715,A00000010,2,4,1,600,40512.5,2017-07-29
T00002716,A00000010,2,4,1,1680,57587.5,2018-04-15
T00002717,A00000010,2,4,1,3720,63645.6,2018-11-29
T00002718,A00000010,2,4,1,5760,45477.6,2018-06-28
T00002719,A00000010,2,4,1,2640,47946.9,2018-05-02
T00002720,A00000010,2,4,1,2160,59030.1,2018-12-22
T00002734,A00000010,2,4,1,14.6,36739.6,2017-01-31
T00002735,A00000010,2,4,1,14.6,41151.7,2017-02-28
T00002736,A00000010,2,4,1,14.6,42365.8,2017-03-31
T00002737,A00000010,2,4,1,14.6,45600.9,2017-04-30
T00002738,A00000010,2,4,1,14.6,42455.8,2017-05-31
T00002739,A00000010,2,4,1,14.6,38959.5,2017-06-30
T00002740,A00000010,2,4,1,14.6,40678,2017-07-31
T00002741,A00000010,2,4,1,14.6,46404.1,2017-08-31
T00002742,A00000010,2,4,1,14.6,49352.4,2017-09-30
T00002743,A00000010,2,4,1,14.6,50810.9,2017-10-31
T00002744,A00000010,2,4,1,14.6,51473.2,2017-11-30
T00002745,A00000010,2,4,1,14.6,47562,2017-12-31
T00002746,A00000010,2,4,1,14.6,38260,2018-01-31
T00002747,A00000010,2,4,1,14.6,43975.2,2018-02-28
T00002748,A00000010,2,4,1,14.6,48614.5,2018-03-31
T00002749,A00000010,2,4,1,14.6,50586.9,2018-04-30
T00002750,A00000010,2,4,1,14.6,50701.6,2018-05-31
T00002751,A00000010,2,4,1,14.6,45674.1,2018-06-30
T00002752,A00000010,2,4,1,14.6,51220.1,2018-07-31
T00002753,A00000010,2,4,1,14.6,57690.2,2018-08-31
T00002754,A00000010,2,4,1,14.6,66590.9,2018-09-30
T00002755,A00000010,2,4,1,14.6,67312.6,2018-10-31
T00002756,A00000010,2,4,1,14.6,63914.1,2018-11-30
T00002757,A00000010,1,1,1,3200,21986,2016-09-27
T00002758,A00000010,2,4,1,7000,32684.2,2016-10-27
T00002759,A00000010,2,4,1,11500,38969,2016-11-26
T00002760,A00000010,2,4,1,17800,47838.5,2016-12-26
T00002761,A00000010,2,4,1,13500,42434.1,2017-01-25
T00002762,A00000010,2,4,1,6400,40992.6,2017-02-24
T00002763,A00000010,2,4,1,7100,42184.7,2017-03-26
T00002764,A00000010,2,4,1,7600,45418.8,2017-04-25
T00002765,A00000010,2,4,1,9300,42273.9,2017-05-25
T00002766,A00000010,1,1,1,700,38811.8,2017-06-24
T00002767,A00000010,2,4,1,8500,41112.5,2017-07-24
