account_id,district_id,frequency_id,date
A00000915,72,1,2015-01-18
A00000916,1,1,2016-08-13
A00000917,56,1,2015-10-13
A00000918,60,1,2016-08-23
A00000919,62,1,2017-03-03
A00000920,58,1,2016-09-05
A00000921,10,1,2016-10-08
A00000922,61,1,2015-04-27
A00000923,13,1,2016-02-07
A00000924,11,1,2015-12-09
A00000925,59,1,2013-02-23
A00000926,36,1,2016-11-01
A00000927,69,1,2017-04-12
A00000928,20,1,2013-04-26
A00000929,54,1,2013-07-03
A00000930,41,1,2013-08-03
A00000931,59,1,2013-10-15
A00000932,20,1,2016-07-08
A00000933,21,1,2015-11-18
A00000934,9,1,2017-11-27
A00000935,23,1,2016-12-25
A00000936,7,1,2016-03-02
A00000937,43,1,2015-08-26
A00000938,70,1,2017-12-13
A00000939,55,1,2014-10-04
A00000940,37,1,2014-11-15
A00000941,8,1,2014-06-08
A00000942,9,1,2013-08-16
A00000943,1,1,2013-02-03
A00000944,70,1,2013-03-08
A00000945,18,1,2016-08-16
A00000946,21,1,2016-01-01
A00000947,59,1,2013-05-17
A00000949,58,1,2016-02-13
A00000950,49,1,2013-08-26
A00000951,3,1,2016-04-28
A00000952,41,1,2017-11-09
A00000953,14,1,2015-07-22
A00000954,74,1,2016-01-08
A00000955,59,1,2016-07-08
A00000956,74,1,2013-12-05
A00000957,70,1,2015-12-22
A00000958,72,1,2016-06-06
A00000959,1,1,2016-02-23
A00000960,4,3,2014-11-02
A00000961,1,1,2017-10-18
A00000962,64,1,2016-06-24
A00000963,7,1,2016-08-09
A00000964,26,1,2014-07-08
A00000965,20,1,2013-08-25
A00000966,15,1,2017-10-14
A00000967,15,1,2016-08-17
A00000968,74,1,2015-11-11
A00000969,19,1,2014-01-08
A00000970,18,1,2017-07-20
A00000971,12,1,2016-07-18
A00000972,46,1,2016-09-29
A00000973,54,1,2014-11-05
A00000974,29,1,2014-02-25
A00000975,1,1,2016-10-19
A00000976,77,1,2016-01-27
A00000977,1,1,2013-04-26
A00000978,73,1,2013-08-18
A00000979,21,1,2013-02-16
A00000980,1,1,2016-12-11
A00000981,66,1,2015-03-25
A00000982,54,1,2013-02-05
A00000984,2,1,2016-07-10
A00000985,32,1,2014-05-29
A00000986,74,1,2016-05-02
A00000987,15,1,2016-08-27
A00000988,10,1,2014-10-22
A00000989,19,1,2014-03-14
A00000990,17,1,2015-10-11
A00000991,39,1,2013-05-18
A00000992,22,1,2015-10-01
A00000993,6,1,2016-11-14
A00000994,72,1,2015-09-15
A00000995,64,1,2015-08-23
A00000996,47,1,2017-08-18
A00000997,54,1,2017-05-08
A00000998,47,1,2013-11-11
A00001000,77,1,2013-01-25
A00001002,50,1,2016-09-17
A00001003,28,1,2016-10-10
A00001004,70,1,2016-07-02
A00001005,54,2,2013-02-23
A00001006,6,1,2013-02-08
A00001007,1,1,2016-06-28
A00001008,13,1,2016-10-05
A00001009,1,2,2015-08-01
A00001010,61,1,2015-05-01
A00001011,45,1,2014-12-17
A00001012,65,1,2014-07-09
A00001013,59,1,2016-05-13
A00001014,74,1,2016-03-20
A00001015,1,1,2017-06-14
A00001016,40,1,2013-09-29
A00001017,14,1,2014-08-11
A00001018,7,1,2013-06-03
A00001019,52,1,2013-01-21
A00001020,56,1,2016-04-09
A00001021,42,1,2016-11-17
A00001022,33,2,2014-08-01
A00001023,21,1,2013-08-13
A00001024,19,1,2017-05-02
A00001026,20,1,2017-09-03
A00001027,68,1,2017-07-18
A00001028,23,1,2016-03-19
A00001029,26,1,2016-06-25
A00001030,57,1,2015-11-12
A00001031,74,1,2015-06-20
A00001032,11,1,2013-04-26
A00001033,32,1,2017-08-05
A00001034,73,1,2017-04-04
A00001035,73,1,2017-04-18
A00001036,11,1,2016-01-18
A00001037,1,1,2017-02-18
A00001038,64,1,2015-04-20
A00001039,70,2,2013-05-10
A00001040,19,1,2016-05-18
A00001042,43,1,2014-04-03
A00001043,1,1,2017-08-13
A00001044,14,1,2015-11-09
A00001045,3,1,2016-05-09
A00001046,1,1,2015-04-14
A00001047,46,1,2014-06-13
A00001048,35,1,2013-05-05
A00001049,18,1,2017-12-04
A00001050,57,3,2013-02-24
A00001051,35,1,2013-10-21
A00001052,61,1,2013-09-27
A00001053,57,1,2014-05-25
A00001054,10,1,2013-02-19
A00001055,29,1,2016-12-12
A00001056,1,2,2016-12-28
A00001057,13,1,2013-08-23
A00001058,47,1,2016-06-11
A00001059,8,1,2015-05-30
A00001060,6,1,2016-10-20
A00001061,44,1,2017-10-17
A00001062,6,1,2013-07-11
A00001063,68,1,2016-09-19
A00001064,70,1,2017-09-29
A00001065,72,1,2013-03-27
A00001066,16,2,2016-09-15
A00001067,34,1,2016-09-10
A00001068,52,1,2017-02-15
A00001069,70,1,2013-07-24
A00001070,62,1,2016-04-23
A00001071,68,2,2013-05-10
A00001072,65,1,2017-12-09
A00001073,73,1,2014-02-27
A00001074,59,1,2016-05-16
A00001075,35,1,2015-07-13
A00001076,1,1,2014-10-30
A00001077,14,1,2013-03-03
A00001078,1,1,2016-07-12
A00001079,74,1,2013-09-14
A00001080,55,1,2013-12-27
A00001081,64,1,2016-12-21
A00001082,2,1,2016-06-08
A00001083,45,1,2016-12-06
A00001085,42,1,2017-09-11
A00001086,37,1,2016-06-17
A00001087,55,1,2016-06-26
A00001088,32,1,2013-12-19
A00001089,74,1,2015-10-10
A00001090,69,1,2016-10-19
A00001091,16,1,2013-09-09
A00001092,41,1,2015-06-06
A00001093,54,1,2016-01-14
A00001094,35,1,2016-07-10
A00001095,54,1,2017-06-18
A00001096,34,1,2017-03-03
A00001097,67,1,2016-06-22
A00001098,47,1,2013-12-28
A00001100,35,1,2016-09-23
A00001101,4,1,2017-09-22
A00001102,70,1,2016-02-19
A00001103,66,1,2015-07-09
A00001104,39,1,2015-12-07
A00001105,55,1,2014-09-01
A00001106,20,2,2013-08-29
A00001107,42,1,2013-09-08
A00001108,26,1,2015-03-09
A00001109,66,1,2014-10-27
A00001110,54,1,2017-07-10
A00001111,5,1,2016-02-16
A00001112,48,1,2015-02-03
A00001113,8,1,2016-09-23
A00001114,6,2,2013-11-13
A00001115,34,1,2013-03-27
A00001116,1,1,2013-07-20
A00001117,68,1,2016-08-29
A00001118,48,1,2013-07-04
A00001120,1,1,2013-10-05
A00001121,32,1,2016-04-17
A00001122,13,1,2015-08-12
A00001123,13,1,2013-11-01
A00001124,26,1,2016-06-02
A00001125,1,2,2017-11-21
A00001126,56,1,2013-03-08
A00001127,27,1,2013-01-27
A00001128,74,1,2013-11-21
A00001129,35,1,2015-03-03
A00001130,1,1,2017-05-11
A00001132,1,2,2013-02-03
A00001133,1,1,2013-11-01
A00001134,6,1,2013-02-09
A00001135,1,1,2015-07-17
A00001136,12,1,2013-08-07
A00001137,60,1,2015-12-19
A00001138,41,1,2017-04-07
A00001139,34,3,2016-01-20
A00001140,49,1,2017-11-07
A00001141,28,1,2017-02-16
A00001142,74,1,2015-10-19
A00001144,59,1,2013-01-28
A00001145,31,1,2013-07-03
A00001146,67,1,2013-09-12
A00001147,44,1,2013-04-10
A00001149,18,1,2015-09-07
A00001150,29,1,2017-10-08
A00001151,40,1,2015-06-23
A00001152,45,1,2013-04-15
A00001153,35,1,2013-12-29
A00001154,5,2,2017-08-29
A00001155,43,1,2016-10-04
A00001156,59,1,2017-12-09
A00001157,7,1,2013-03-27
A00001158,50,1,2014-04-03
A00001159,49,1,2014-02-09
A00001160,39,2,2016-07-29
A00001161,66,1,2013-05-08
A00001164,35,1,2014-01-14
A00001165,44,1,2017-03-23
A00001166,11,1,2013-04-21
A00001168,29,1,2014-11-03
A00001169,49,3,2014-03-02
A00001170,25,1,2016-03-26
A00001171,18,1,2017-12-20
A00001172,6,1,2017-10-25
A00001173,11,1,2016-09-22
A00001174,70,1,2015-03-21
A00001176,19,1,2016-10-24
A00001177,27,1,2017-12-20
A00001178,41,1,2017-05-04
A00001179,74,1,2013-01-23
A00001180,20,1,2013-05-19
A00001181,69,1,2017-08-20
A00001182,8,1,2017-02-11
A00001183,12,1,2015-05-08
A00001184,14,1,2014-05-06
A00001185,12,1,2017-06-07
A00001186,64,1,2017-12-17
A00001187,55,1,2016-07-28
A00001188,16,1,2016-07-22
A00001189,59,1,2013-03-19
A00001190,52,1,2016-09-09
A00001192,29,1,2016-05-02
A00001193,29,1,2014-01-05
A00001194,1,1,2014-04-15
A00001195,42,1,2016-12-27
A00001196,29,1,2016-01-16
A00001197,68,1,2013-09-07
A00001198,70,1,2017-04-20
A00001199,50,1,2017-03-18
A00001200,33,1,2013-05-07
A00001201,61,1,2013-07-23
A00001203,72,1,2015-08-09
A00001204,29,1,2013-12-03
A00001205,73,1,2014-10-08
A00001206,70,1,2015-10-21
A00001207,67,1,2013-06-08
A00001208,4,1,2017-11-09
A00001209,23,1,2017-10-23
A00001210,28,1,2016-05-21
A00001211,49,1,2016-08-09
A00001212,70,1,2015-12-18
A00001213,36,1,2016-05-08
A00001214,39,1,2017-01-19
A00001215,65,1,2017-03-04
A00001216,77,1,2016-03-01
A00001217,69,1,2013-10-25
A00001218,1,1,2016-12-12
A00001219,1,1,2016-06-08
A00001220,1,1,2015-07-15
A00001221,45,1,2017-01-02
A00001222,66,1,2013-01-20
A00001223,70,1,2016-08-10
A00001225,4,1,2013-12-14
A00001226,1,1,2016-10-23
A00001227,69,1,2016-01-13
A00001228,62,1,2015-04-09
A00001229,46,1,2017-12-10
A00001230,1,1,2017-05-03
A00001231,7,1,2014-01-18
A00001232,48,1,2016-07-06
A00001233,31,1,2016-02-08
A00001234,6,1,2013-09-13
A00001235,76,1,2013-11-23
A00001236,19,1,2013-05-05
A00001237,9,1,2014-03-13
A00001238,1,1,2015-10-29
A00001239,1,1,2013-04-10
A00001240,1,1,2017-09-11
A00001241,53,1,2016-07-02
A00001242,74,3,2016-11-24
A00001243,1,1,2016-01-07
A00001244,68,1,2016-05-08
A00001245,68,1,2017-11-12
A00001246,58,1,2014-08-18
A00001247,25,1,2013-06-08
A00001248,22,1,2015-04-29
A00001249,67,1,2015-03-30
A00001250,62,1,2016-03-28
A00001251,34,2,2015-07-18
A00001252,13,2,2015-07-26
A00001253,5,1,2017-04-13
A00001254,74,1,2015-03-28
A00001255,68,1,2017-07-02
A00001256,38,1,2014-04-21
A00001257,66,1,2015-10-11
A00001258,3,1,2016-09-01
A00001259,72,1,2017-04-12
A00001260,5,1,2016-11-17
A00001261,52,1,2015-03-18
A00001262,29,1,2017-01-19
A00001263,30,2,2016-01-09
A00001264,1,1,2017-02-16
A00001265,49,1,2016-02-25
A00001266,57,1,2016-07-01
A00001267,43,1,2016-08-05
A00001268,74,1,2013-07-25
A00001269,52,1,2014-03-28
A00001270,55,3,2016-06-07
A00001271,17,1,2016-06-18
A00001272,40,2,2013-05-25
A00001273,37,1,2014-03-25
A00001274,54,2,2016-08-19
A00001275,32,1,2016-06-26
A00001276,36,1,2013-01-07
A00001277,31,1,2013-06-20
A00001279,28,1,2017-10-13
A00001280,70,1,2015-05-03
A00001281,8,1,2017-04-14
A00001284,55,1,2017-07-02
A00001285,65,1,2013-06-04
A00001286,66,3,2013-11-23
A00001287,35,1,2015-03-04
A00001288,11,1,2013-11-27
A00001289,72,1,2016-07-07
A00001291,1,1,2014-07-04
A00001292,3,1,2014-09-03
A00001293,40,1,2016-09-03
A00001294,71,1,2014-11-27
A00001295,15,1,2014-10-28
A00001296,50,1,2016-12-02
A00001297,70,1,2013-07-27
A00001298,7,1,2016-01-20
A00001299,1,1,2013-06-21
A00001301,18,1,2014-09-15
A00001302,55,1,2013-11-21
A00001303,23,1,2017-09-08
A00001304,40,1,2016-04-27
A00001305,57,1,2013-08-25
A00001306,1,1,2015-03-22
A00001307,56,1,2014-12-05
A00001308,54,1,2016-09-25
A00001309,1,1,2015-04-15
A00001310,1,1,2016-02-22
A00001311,60,1,2016-01-03
A00001312,23,1,2014-10-15
A00001313,45,1,2017-10-01
A00001314,48,1,2013-12-03
A00001315,13,1,2015-04-17
A00001316,42,1,2016-12-13
A00001317,56,1,2014-02-18
A00001318,56,1,2017-12-22
A00001319,56,3,2017-08-08
A00001320,58,1,2016-11-18
A00001321,60,1,2017-03-27
A00001322,17,1,2013-07-05
A00001323,43,1,2016-05-20
A00001324,42,1,2016-11-05
A00001325,26,1,2016-08-08
A00001326,52,1,2016-11-11
A00001327,65,1,2014-08-24
A00001328,8,1,2016-05-04
A00001329,53,1,2016-09-16
A00001330,68,1,2016-10-22
A00001331,59,1,2015-01-03
A00001332,59,1,2013-03-25
A00001333,21,1,2014-09-29
A00001334,74,1,2013-05-14
A00001335,54,1,2015-09-21
A00001336,5,1,2017-02-26
A00001337,23,1,2013-09-01
A00001338,74,1,2013-01-11
A00001339,76,1,2017-07-06
A00001340,52,1,2017-10-28
A00001341,36,1,2015-11-21
A00001342,9,1,2017-10-09
A00001344,12,3,2015-07-16
A00001345,28,1,2013-10-19
A00001346,74,1,2017-07-01
A00001347,8,1,2016-11-24
A00001348,55,1,2017-11-12
A00001349,75,1,2016-03-05
A00001350,21,2,2016-08-25
A00001351,40,1,2016-03-29
A00001352,1,1,2014-09-23
A00001353,51,1,2014-04-21
A00001354,31,1,2017-06-21
A00001355,1,1,2017-08-16
A00001356,39,1,2017-02-01
A00001357,56,1,2015-11-20
A00001358,39,1,2016-04-21
A00001359,8,1,2013-12-02
A00001360,71,1,2014-08-14
A00001361,46,1,2016-12-09
A00001362,1,1,2016-12-19
A00001363,11,1,2017-03-23
A00001365,42,1,2016-03-15
A00001366,60,1,2013-02-24
A00001367,74,1,2016-08-20
A00001368,22,1,2016-12-12
A00001369,32,1,2016-03-23
A00001370,52,1,2016-09-25
A00001371,1,1,2014-04-27
A00001372,1,1,2013-03-16
A00001373,47,1,2013-06-12
A00001374,53,1,2016-09-26
A00001375,19,1,2014-04-27
A00001376,64,1,2015-09-20
A00001377,1,1,2016-09-25
A00001378,59,1,2013-03-04
A00001379,47,1,2017-10-01
A00001380,53,1,2016-02-19
A00001381,57,1,2013-11-01
A00001382,48,1,2013-08-03
A00001383,11,1,2016-04-15
A00001384,74,2,2016-03-28
A00001385,53,1,2017-05-08
A00001387,67,1,2017-01-01
A00001388,29,1,2014-05-02
A00001389,34,1,2017-08-05
A00001390,69,1,2016-12-30
A00001391,15,1,2016-12-21
A00001392,60,1,2013-04-28
A00001393,1,1,2016-11-24
A00001394,32,1,2014-12-27
A00001395,1,1,2015-11-21
A00001396,46,1,2016-06-26
A00001397,17,1,2013-03-22
A00001398,62,1,2014-08-18
A00001399,45,1,2016-05-20
A00001401,1,1,2013-08-12
A00001402,74,1,2013-03-26
A00001403,17,1,2015-11-02
A00001404,7,2,2013-09-22
A00001405,53,1,2016-06-04
A00001406,50,1,2014-03-04
A00001407,19,3,2017-04-11
A00001408,10,1,2016-09-07
A00001410,74,1,2013-09-11
A00001411,54,1,2013-07-09
A00001412,64,1,2013-05-18
A00001413,65,1,2015-06-07
A00001414,58,1,2015-01-17
A00001416,66,2,2013-07-12
A00001417,75,1,2014-12-20
A00001418,35,1,2017-02-09
A00001419,33,1,2013-12-22
A00001420,68,1,2015-06-08
A00001421,71,1,2014-10-05
A00001422,68,1,2013-04-09
A00001423,76,1,2015-09-08
A00001424,32,1,2017-05-20
A00001425,76,1,2013-07-06
A00001426,40,1,2015-10-27
A00001427,17,1,2015-10-08
A00001429,57,1,2013-07-30
A00001430,26,1,2017-02-13
A00001431,41,1,2016-06-11
A00001432,27,1,2017-07-19
A00001434,70,1,2017-08-08
A00001435,1,1,2016-12-01
A00001436,3,1,2014-12-07
A00001437,50,1,2015-01-13
A00001438,23,2,2017-09-18
A00001439,11,1,2016-01-27
A00001440,55,1,2013-09-22
A00001441,50,1,2014-10-25
A00001442,23,1,2013-05-23
A00001443,54,1,2017-09-27
A00001444,70,1,2016-06-16
A00001445,60,1,2016-03-16
A00001446,57,1,2015-01-18
A00001447,65,1,2017-02-20
A00001448,1,1,2015-10-07
A00001449,35,1,2013-08-26
A00001450,63,1,2016-04-07
A00001451,64,1,2013-06-24
A00001452,45,1,2015-09-16
A00001453,61,2,2013-09-25
A00001454,46,1,2017-07-25
A00001455,66,1,2016-01-03
A00001456,9,1,2016-04-12
A00001458,29,1,2014-01-03
A00001459,12,1,2017-03-26
A00001460,54,1,2016-11-29
A00001461,73,1,2016-04-07
A00001463,32,1,2016-09-25
A00001464,73,1,2016-10-21
A00001465,30,1,2015-06-08
A00001466,69,2,2017-03-26
A00001467,37,1,2014-04-27
A00001468,54,1,2013-10-11
A00001469,67,1,2015-12-15
A00001470,19,1,2014-02-10
A00001471,1,1,2016-07-21
A00001472,2,1,2015-07-20
A00001473,39,1,2016-04-16
A00001474,63,1,2016-09-14
A00001475,1,2,2013-06-14
A00001476,61,1,2013-04-26
A00001477,1,1,2013-02-08
A00001478,5,1,2016-10-30
A00001479,54,1,2015-04-04
A00001480,41,2,2016-07-03
A00001481,15,1,2013-01-17
A00001482,38,1,2016-12-08
A00001483,10,1,2016-01-09
A00001484,70,1,2016-09-23
A00001485,36,1,2013-10-03
A00001486,63,1,2016-01-15
A00001487,66,1,2013-09-10
A00001488,25,1,2017-04-29
A00001490,5,1,2016-07-25
A00001491,47,1,2017-06-11
A00001492,24,1,2016-10-17
A00001493,41,1,2013-01-09
A00001494,1,1,2017-10-08
A00001495,36,1,2013-11-01
A00001496,57,1,2015-02-05
A00001497,1,1,2013-07-16
A00001498,62,2,2017-02-07
A00001499,47,1,2013-11-28
A00001500,43,1,2016-10-01
A00001501,50,1,2016-08-11
A00001502,1,1,2016-10-02
A00001503,71,1,2016-04-10
A00001504,1,1,2016-08-26
A00001505,69,1,2013-04-23
A00001506,51,1,2017-10-13
A00001507,35,1,2013-08-03
A00001508,69,1,2016-01-22
A00001509,51,1,2014-05-19
A00001510,33,1,2016-03-11
A00001511,51,3,2014-03-13
A00001512,1,1,2014-01-08
A00001513,30,1,2013-08-23
A00001514,7,1,2017-07-01
A00001515,11,1,2013-06-11
A00001516,67,1,2013-10-08
A00001517,5,1,2016-08-24
A00001518,67,1,2013-04-21
A00001519,9,1,2015-06-14
A00001520,48,1,2015-08-08
A00001521,74,1,2016-04-04
A00001522,48,1,2017-08-02
A00001523,52,3,2017-11-24
A00001524,6,1,2017-02-20
A00001525,57,1,2016-09-05
A00001526,52,1,2015-01-22
A00001527,31,3,2013-11-17
A00001528,50,1,2016-06-08
A00001529,1,1,2016-04-28
A00001530,70,1,2015-05-27
A00001532,54,1,2016-09-19
A00001534,1,1,2013-05-24
A00001535,46,1,2013-03-20
A00001536,41,2,2013-01-22
A00001537,54,1,2017-06-06
A00001538,22,1,2016-09-20
A00001539,1,3,2013-01-03
A00001540,1,1,2015-03-29
A00001541,60,1,2016-10-18
A00001542,1,1,2016-04-25
A00001543,1,1,2016-04-14
A00001544,69,1,2013-07-14
A00001545,1,1,2013-03-08
A00001546,15,1,2016-11-20
A00001547,72,1,2013-09-14
A00001548,47,1,2015-01-27
A00001549,21,1,2016-11-21
A00001550,1,1,2016-04-15
A00001551,72,1,2017-06-18
A00001552,18,1,2014-01-02
A00001553,59,1,2016-12-21
A00001554,47,1,2014-11-15
A00001555,34,1,2016-11-10
A00001556,54,1,2016-09-15
A00001557,66,1,2016-12-13
A00001558,32,1,2016-10-06
A00001559,14,1,2014-10-08
A00001560,62,1,2017-04-14
A00001561,66,1,2015-04-01
A00001562,1,1,2015-08-30
A00001563,47,1,2016-08-14
A00001564,48,1,2016-03-05
A00001565,36,1,2013-10-20
A00001566,73,1,2013-07-07
A00001567,10,1,2017-08-19
A00001568,23,1,2015-07-15
A00001570,1,1,2014-03-12
A00001571,66,1,2016-07-29
A00001572,72,1,2017-10-21
A00001573,63,1,2017-12-29
A00001574,75,1,2017-05-28
A00001575,1,1,2013-02-27
A00001576,35,2,2016-08-06
A00001577,67,1,2016-10-16
A00001578,48,1,2014-12-01
A00001579,57,1,2014-08-09
A00001580,69,1,2016-01-08
A00001581,39,1,2015-10-12
A00001582,28,1,2016-05-01
A00001583,69,3,2014-11-17
A00001584,30,1,2013-05-27
A00001585,42,1,2016-02-23
A00001586,1,1,2016-10-03
A00001587,1,1,2016-12-11
A00001588,67,1,2013-12-11
A00001589,37,1,2013-08-07
A00001590,77,1,2015-04-07
A00001591,65,1,2016-01-10
A00001592,38,1,2014-08-18
A00001593,16,1,2016-08-22
A00001594,15,1,2017-04-06
A00001596,70,1,2017-10-05
A00001597,68,1,2015-07-04
A00001598,15,1,2017-04-12
A00001599,57,1,2015-11-10
A00001600,1,1,2016-09-13
A00001601,10,1,2013-02-09
A00001602,33,1,2013-09-19
A00001603,1,1,2013-05-09
A00001604,54,1,2013-12-16
A00001605,72,1,2013-12-16
A00001606,23,1,2016-03-07
A00001607,71,1,2016-04-20
A00001608,26,1,2017-10-08
A00001609,41,1,2016-07-05
A00001610,52,1,2013-05-17
A00001611,69,1,2016-02-11
A00001612,66,1,2016-02-12
A00001613,1,1,2015-09-13
A00001614,63,1,2016-05-07
A00001615,1,1,2017-10-20
A00001616,22,1,2017-02-07
A00001617,45,1,2013-06-01
A00001618,6,1,2016-12-18
A00001619,38,1,2017-02-24
A00001620,17,1,2015-06-08
A00001621,75,1,2013-12-01
A00001622,19,1,2016-04-12
A00001623,1,1,2016-02-04
A00001624,53,1,2016-04-22
A00001625,1,1,2015-01-17
A00001626,3,1,2014-03-15
A00001627,1,1,2014-01-20
A00001628,60,1,2013-01-10
A00001629,10,1,2015-11-02
A00001630,72,1,2013-07-28
A00001631,10,1,2016-09-27
A00001632,18,2,2016-01-13
A00001633,51,1,2015-02-22
A00001634,77,1,2014-06-04
A00001635,19,1,2013-12-29
A00001636,53,1,2017-04-08
A00001637,1,1,2013-01-08
A00001638,6,2,2016-11-12
A00001640,13,1,2015-09-01
A00001641,50,1,2016-04-22
A00001642,64,1,2015-05-27
A00001644,1,1,2013-05-09
A00001645,50,1,2016-10-16
A00001646,1,2,2016-05-27
A00001647,1,1,2017-07-09
A00001648,40,1,2017-08-08
A00001649,46,1,2013-01-26
A00001650,39,1,2017-12-06
A00001651,34,1,2017-01-23
A00001652,74,1,2013-05-20
A00001653,1,1,2014-09-19
A00001654,30,1,2016-08-05
A00001655,41,1,2016-04-15
A00001656,47,1,2017-02-01
A00001657,12,1,2017-11-04
A00001658,73,1,2013-05-10
A00001659,46,1,2016-12-25
A00001660,1,1,2015-09-22
A00001662,1,1,2017-08-11
A00001663,55,1,2016-11-02
A00001664,56,1,2013-11-15
A00001665,73,1,2017-04-15
A00001666,67,1,2013-10-30
A00001667,56,1,2016-08-18
A00001668,62,1,2017-03-07
A00001669,39,1,2016-09-19
A00001670,12,1,2016-01-02
A00001671,6,1,2013-05-05
A00001672,5,1,2016-05-08
A00001673,53,1,2013-12-08
A00001674,1,1,2015-09-15
A00001675,36,1,2013-02-01
A00001677,69,1,2017-01-08
A00001678,1,1,2013-02-22
A00001679,68,1,2016-09-05
A00001680,59,1,2013-12-10
A00001681,68,1,2017-07-11
A00001682,49,1,2015-12-22
A00001683,77,1,2016-11-01
A00001684,32,2,2013-07-10
A00001685,28,1,2015-12-13
A00001686,11,1,2013-11-18
A00001687,23,1,2017-04-18
A00001688,70,1,2013-02-27
A00001689,55,1,2013-09-07
A00001690,16,1,2015-10-07
A00001691,48,1,2015-11-08
A00001692,56,1,2015-03-29
A00001693,1,3,2017-04-29
A00001694,6,2,2013-08-29
A00001695,76,1,2013-01-03
A00001696,43,1,2015-06-09
A00001697,63,1,2017-05-17
A00001698,68,1,2016-03-14
A00001699,53,1,2013-01-14
A00001700,64,1,2015-11-18
A00001701,1,1,2013-08-10
A00001702,56,1,2015-02-27
A00001703,72,1,2017-11-02
A00001704,70,1,2015-09-22
A00001705,70,1,2013-09-15
A00001706,1,1,2015-01-05
A00001707,75,1,2017-01-13
A00001708,22,1,2014-11-21
A00001709,24,1,2016-04-23
A00001710,74,1,2017-05-25
A00001711,63,1,2016-01-05
A00001712,44,1,2016-11-25
A00001713,43,1,2013-03-03
A00001714,72,1,2014-09-08
A00001715,60,1,2016-05-26
A00001716,46,1,2016-05-02
A00001717,67,1,2017-12-02
A00001718,71,1,2017-09-23
A00001719,1,1,2013-09-06
A00001720,35,1,2015-05-16
A00001721,68,1,2013-03-25
A00001722,32,1,2016-03-11
A00001723,70,1,2017-11-04
A00001724,48,1,2017-06-07
A00001725,72,3,2015-07-03
A00001726,48,1,2013-01-03
A00001727,9,1,2017-10-11
A00001728,74,1,2015-06-23
A00001729,53,1,2017-09-08
A00001730,1,1,2013-01-09
A00001731,33,1,2013-01-14
A00001732,51,1,2016-02-20
A00001733,18,1,2016-04-20
A00001734,37,1,2017-04-10
A00001735,42,1,2016-12-04
A00001736,74,1,2017-02-26
A00001737,77,1,2016-02-13
A00001738,15,1,2016-08-06
A00001739,3,1,2016-07-08
A00001740,57,1,2017-03-13
A00001741,21,1,2015-05-10
A00001742,68,1,2015-10-08
A00001743,51,1,2013-06-04
A00001744,76,1,2016-02-07
A00001745,53,1,2016-10-19
A00001746,1,1,2017-03-11
A00001747,30,1,2017-08-14
A00001749,64,1,2015-10-14
A00001750,1,1,2013-01-26
A00001751,53,1,2016-10-04
A00001752,68,1,2016-05-08
A00001753,71,1,2017-06-14
A00001754,52,1,2016-12-01
A00001756,38,1,2015-10-26
A00001757,75,1,2015-03-27
A00001758,21,1,2016-07-08
A00001759,39,1,2016-01-25
A00001760,53,1,2015-11-11
A00001761,24,1,2013-08-24
A00001762,28,1,2013-12-11
A00001763,73,1,2016-03-06
A00001764,68,1,2017-09-04
A00001765,18,1,2016-07-21
A00001766,28,1,2014-09-03
A00001767,21,1,2013-10-20
A00001768,15,1,2013-12-20
A00001769,39,1,2015-01-25
A00001770,65,1,2014-02-08
A00001771,69,1,2013-03-28
A00001772,31,2,2015-02-20
A00001773,33,1,2013-04-19
A00001774,61,1,2016-09-10
A00001775,17,1,2013-02-27
A00001776,36,1,2017-07-27
A00001777,60,1,2016-10-10
A00001778,15,1,2015-02-25
A00001779,33,1,2013-08-15
A00001780,1,1,2013-04-02
A00001781,10,1,2016-06-23
A00001782,8,1,2013-05-12
A00001783,70,1,2017-09-11
A00001784,59,1,2013-05-08
A00001785,52,1,2016-10-25
A00001786,1,1,2013-05-25
A00001787,30,2,2013-03-22
A00001788,1,1,2014-01-04
A00001789,46,1,2013-10-23
A00001790,70,1,2017-09-08
A00001791,1,1,2016-02-03
A00001792,7,1,2013-12-16
A00001793,56,1,2015-06-10
A00001794,74,1,2017-07-23
A00001795,53,1,2017-08-21
A00001796,18,1,2015-10-14
A00001797,24,1,2014-08-01
A00001798,46,1,2017-11-28
A00001799,9,1,2016-09-13
A00001800,51,1,2016-03-14
A00001801,46,1,2013-02-13
A00001802,75,1,2015-03-10
A00001803,24,1,2015-07-29
A00001804,20,2,2013-09-23
A00001805,1,1,2013-02-02
A00001806,40,1,2013-01-19
A00001807,21,1,2017-10-15
A00001808,28,1,2017-05-16
A00001809,1,2,2013-11-12
A00001810,50,1,2015-09-03
A00001811,40,1,2013-09-22
A00001812,31,1,2016-10-08
A00001813,47,1,2014-02-11
A00001814,17,1,2017-09-23
A00001815,66,1,2013-04-17
A00001816,44,1,2013-10-08
A00001817,10,1,2016-12-16
A00001818,54,1,2017-02-25
A00001819,55,2,2016-10-21
A00001820,10,1,2014-04-22
A00001821,70,1,2015-04-07
A00001822,30,1,2013-05-05
A00001823,3,1,2016-09-28
A00001824,52,1,2014-01-17
A00001825,3,1,2015-12-05
A00001826,5,1,2014-05-22
A00001827,10,1,2013-09-06
A00001828,1,1,2014-09-28
A00001829,43,1,2013-02-27
A00001830,10,1,2013-02-08
A00001831,1,1,2013-09-21
A00001832,70,1,2016-04-01
A00001833,54,1,2017-11-15
