complaint_id,client_id,date_received,product_id,via_id,response_id
CR0172671,C00000807,2012-10-16,1,4,1
CR0172694,C00001152,2012-10-17,2,2,1
CR0172709,C00001401,2012-10-16,2,2,1
CR0172717,C00001297,2012-10-16,2,3,1
CR0172723,C00002508,2012-10-16,1,3,7
CR0172840,C00004341,2012-10-16,3,2,1
CR0172858,C00000019,2012-10-16,2,2,1
CR0172863,C00002304,2012-10-16,2,2,1
CR0172925,C00003092,2012-10-17,1,2,4
CR0172967,C00002157,2012-10-17,1,2,1
CR0172985,C00002278,2012-10-17,2,3,1
CR0172989,C00004781,2012-10-17,2,3,1
CR0173046,C00004400,2012-10-17,2,1,1
CR0173051,C00001663,2012-10-17,2,2,1
CR0173105,C00000527,2012-10-17,2,2,4
CR0173216,C00000202,2012-10-17,2,1,1
CR0173229,C00000425,2012-10-17,1,3,7
CR0173273,C00001041,2012-10-17,2,2,1
CR0173329,C00005246,2012-10-17,1,3,1
CR0173404,C00001009,2012-10-17,1,3,7
CR0173693,C00003152,2012-10-17,1,4,1
CR0173729,C00007914,2012-10-17,1,3,1
CR0173734,C00002325,2012-10-17,1,3,1
CR0173785,C00008726,2012-10-18,1,3,1
CR0173795,C00004657,2012-10-17,5,2,1
CR0173918,C00000587,2012-10-18,2,3,4
CR0173923,C00000674,2012-10-18,5,3,7
CR0173954,C00003787,2012-10-18,1,1,7
CR0173994,C00000022,2012-10-18,1,1,1
CR0173995,C00003653,2012-10-18,4,2,1
CR0174028,C00003210,2012-10-18,1,2,1
CR0174035,C00003082,2012-10-18,2,2,1
CR0174071,C00002976,2012-10-18,1,1,6
CR0174105,C00002572,2012-10-18,2,2,4
CR0174265,C00003192,2012-10-19,1,2,1
CR0174343,C00004435,2012-10-19,1,3,1
CR0174585,C00002288,2012-10-18,4,3,1
CR0174644,C00006511,2012-10-19,1,2,1
CR0174726,C00004427,2012-10-19,3,2,1
CR0174775,C00000953,2012-10-19,1,3,1
CR0174776,C00000027,2012-10-19,1,3,1
CR0174790,C00000041,2012-10-19,2,2,1
CR0174872,C00002938,2012-10-19,1,1,7
CR0174893,C00000480,2012-10-19,2,1,4
CR0174968,C00002259,2012-10-19,1,3,1
CR0174977,C00001181,2012-10-19,1,3,7
CR0174981,C00004015,2012-10-19,2,3,1
CR0174997,C00013931,2012-10-20,2,2,4
CR0175017,C00001316,2012-10-20,1,2,7
CR0175034,C00011208,2012-10-20,2,2,1
CR0175207,C00001224,2012-10-20,2,2,1
CR0175240,C00005223,2012-10-19,5,3,7
CR0175604,C00000167,2012-10-22,1,2,1
CR0175629,C00000904,2012-10-22,2,2,1
CR0175703,C00003094,2012-10-22,1,3,7
CR0175730,C00002379,2012-10-22,1,3,1
CR0175743,C00003479,2012-10-22,1,1,7
CR0175840,C00004355,2012-10-22,2,4,1
CR0175849,C00002006,2012-10-22,2,2,1
CR0175882,C00002856,2012-10-22,2,2,4
CR0175989,C00003948,2012-10-22,2,1,1
CR0176042,C00001838,2012-10-23,3,2,7
CR0176057,C00001942,2012-10-23,1,2,1
CR0176066,C00002246,2012-10-23,1,2,4
CR0176074,C00006946,2012-10-23,2,2,7
CR0176082,C00004678,2012-10-23,1,2,4
CR0176128,C00001726,2012-10-23,1,1,4
CR0176134,C00003096,2012-10-22,1,3,1
CR0176177,C00007772,2012-10-23,2,2,1
CR0176495,C00003348,2012-10-22,2,2,1
CR0176527,C00002900,2012-10-22,2,2,1
CR0176536,C00003539,2012-10-22,1,1,1
CR0176550,C00000533,2012-10-23,1,3,4
CR0176604,C00002098,2012-10-23,2,2,1
CR0176668,C00000996,2012-10-23,1,3,4
CR0176676,C00002343,2012-10-23,2,3,1
CR0176723,C00001151,2012-10-23,2,2,1
CR0176727,C00003897,2012-10-23,1,1,1
CR0176761,C00004233,2012-10-23,2,1,1
CR0176763,C00002403,2012-10-23,2,1,1
CR0176837,C00002005,2012-10-23,1,1,4
CR0176863,C00002918,2012-10-23,2,1,1
CR0176958,C00004975,2012-10-23,2,1,1
CR0177048,C00004907,2012-10-24,2,2,4
CR0177055,C00004610,2012-10-23,3,3,1
CR0177077,C00004429,2012-10-23,1,3,1
CR0177078,C00003866,2012-10-23,4,3,1
CR0177105,C00003150,2012-10-24,3,2,1
CR0177128,C00003280,2012-10-24,2,1,4
CR0177136,C00002266,2012-10-23,1,3,1
CR0177143,C00001360,2012-10-23,1,3,1
CR0177162,C00003796,2012-10-23,1,3,1
CR0177482,C00000841,2012-10-23,1,3,1
CR0177495,C00001237,2012-10-23,1,3,7
CR0177603,C00003644,2012-10-26,1,2,7
CR0177646,C00002880,2012-10-24,1,1,1
CR0177655,C00002743,2012-10-24,1,2,7
CR0177667,C00003087,2012-10-24,3,3,1
CR0177673,C00013098,2012-10-24,2,3,1
CR0177675,C00004221,2012-10-24,2,3,1
CR0177721,C00002511,2012-10-24,2,2,1
CR0177836,C00000898,2012-10-24,5,2,1
CR0177919,C00001821,2012-10-24,2,2,1
CR0177933,C00001728,2012-10-25,2,2,1
CR0177952,C00002687,2012-10-25,2,2,7
CR0177969,C00001199,2012-10-24,1,3,1
CR0177999,C00007843,2012-10-24,2,3,1
CR0178008,C00001813,2012-10-25,2,2,1
CR0178028,C00003643,2012-10-25,1,2,4
CR0178099,C00003382,2012-10-25,2,2,1
CR0178119,C00002422,2012-10-25,2,2,1
CR0178284,C00003803,2012-10-25,2,2,4
CR0178324,C00003333,2012-10-25,3,2,1
CR0178333,C00003836,2012-10-25,2,1,1
CR0178334,C00002945,2012-10-25,2,1,1
CR0178346,C00013262,2012-10-25,1,3,7
CR0178370,C00001139,2012-10-25,2,2,7
CR0178381,C00000523,2012-10-25,2,1,1
CR0178421,C00000332,2012-10-25,2,2,1
CR0178422,C00002900,2012-10-25,2,2,4
CR0178442,C00002812,2012-10-25,3,2,1
CR0178467,C00003866,2012-10-25,2,2,1
CR0178499,C00002758,2012-10-25,1,1,4
CR0178507,C00003721,2012-10-25,2,3,1
CR0178509,C00003905,2012-10-25,1,3,7
CR0178513,C00003841,2012-10-25,1,3,1
CR0178574,C00000146,2012-10-26,1,3,7
CR0178606,C00004067,2012-10-25,1,3,7
CR0178659,C00005013,2012-10-26,1,1,1
CR0178709,C00002915,2012-10-26,1,1,1
CR0178894,C00000755,2012-10-26,2,2,1
CR0178929,C00003233,2012-10-26,2,4,4
CR0178948,C00001905,2012-10-26,2,2,1
CR0178961,C00001032,2012-10-26,5,3,1
CR0178970,C00003953,2012-10-26,4,1,4
CR0178985,C00003926,2012-10-26,1,3,1
CR0179049,C00013404,2012-10-27,5,2,4
CR0179052,C00000249,2012-10-27,1,2,7
CR0179086,C00001583,2012-10-27,1,2,1
CR0179124,C00002451,2012-10-26,1,3,1
CR0179163,C00002981,2012-10-27,2,4,4
CR0179166,C00000315,2012-10-27,2,2,1
CR0179194,C00003997,2012-10-27,2,2,1
CR0179263,C00000850,2012-10-27,2,2,1
CR0179265,C00006040,2012-10-27,2,2,1
CR0179309,C00000394,2012-10-28,1,2,7
CR0179328,C00002045,2012-10-28,5,2,1
CR0179342,C00000553,2012-10-28,2,2,1
CR0179367,C00003152,2012-10-28,2,2,1
CR0179392,C00002178,2012-10-29,1,2,1
CR0179478,C00008737,2012-10-29,1,3,7
CR0179530,C00004261,2012-10-29,1,4,1
CR0179532,C00001588,2012-10-29,2,2,1
CR0179551,C00003909,2012-10-29,2,2,1
CR0179563,C00006571,2012-10-29,2,3,1
CR0179590,C00004334,2012-10-29,1,3,7
CR0179612,C00009231,2012-10-29,1,1,7
CR0179619,C00004942,2012-10-29,2,2,1
CR0179626,C00003883,2012-10-29,2,4,1
CR0179784,C00011732,2012-10-29,3,2,1
CR0179819,C00000181,2012-10-26,2,3,1
CR0179888,C00008502,2012-10-25,2,2,1
CR0179930,C00000364,2012-10-26,1,2,4
CR0179941,C00011123,2012-10-25,2,2,1
CR0179970,C00006391,2012-10-29,1,1,4
CR0180019,C00001489,2012-10-26,1,4,7
CR0180677,C00002379,2012-10-26,1,1,1
CR0180766,C00000414,2012-10-25,3,3,1
CR0180869,C00001478,2012-10-26,1,3,1
CR0180874,C00000485,2012-10-26,1,2,1
CR0181006,C00003964,2012-10-29,2,2,7
CR0181026,C00002910,2012-10-30,2,2,1
CR0181033,C00002457,2012-10-30,2,2,7
CR0181054,C00002480,2012-10-30,4,2,1
CR0181074,C00000960,2012-10-30,2,4,1
CR0181104,C00004817,2012-10-30,2,2,1
CR0181110,C00002182,2012-10-30,1,4,1
CR0181323,C00004608,2012-10-30,5,4,7
CR0181339,C00004658,2012-10-30,1,4,7
CR0181393,C00004923,2012-10-30,2,2,4
CR0181435,C00004974,2012-10-30,2,3,1
CR0181437,C00001010,2012-10-30,4,3,4
CR0181445,C00003327,2012-10-30,2,3,6
CR0181453,C00003394,2012-10-30,1,3,1
CR0181460,C00003014,2012-10-30,2,2,1
CR0181463,C00002554,2012-10-30,1,3,1
CR0181477,C00009915,2012-10-30,1,3,4
CR0181487,C00002640,2012-10-30,1,2,1
CR0181494,C00003580,2012-10-30,2,3,1
CR0181537,C00002844,2012-10-31,3,2,1
CR0181540,C00000979,2012-10-31,3,2,1
CR0181553,C00004355,2012-10-30,1,3,7
CR0181915,C00003531,2012-10-30,2,2,1
CR0181964,C00000350,2012-11-01,1,3,7
CR0181969,C00012468,2012-11-01,1,3,1
CR0182009,C00001927,2012-10-31,1,2,1
CR0182049,C00001360,2012-10-31,2,2,1
CR0182132,C00001750,2012-10-31,4,3,1
CR0182139,C00010199,2012-10-31,1,3,7
CR0182259,C00002374,2012-10-31,2,6,1
CR0182290,C00001575,2012-10-31,2,2,1
CR0182369,C00003161,2012-10-31,2,1,1
CR0182419,C00001772,2012-10-31,1,2,1
CR0182444,C00001134,2012-10-31,1,3,7
CR0182479,C00000956,2012-11-01,1,2,1
CR0182534,C00009973,2012-11-01,2,2,7
CR0182536,C00002108,2012-10-31,1,3,1
CR0182546,C00004483,2012-10-31,4,3,4
CR0182553,C00002468,2012-11-01,1,4,1
CR0182915,C00004569,2012-10-31,2,4,1
CR0182917,C00001194,2012-10-31,1,3,4
CR0183060,C00003630,2012-11-01,2,2,6
CR0183107,C00003433,2012-11-01,2,3,4
CR0183113,C00008287,2012-11-01,2,3,1
CR0183146,C00004012,2012-11-01,2,2,1
CR0183162,C00000760,2012-11-01,3,2,4
CR0183178,C00001779,2012-11-01,1,2,7
CR0183246,C00000241,2012-11-01,1,2,1
CR0183299,C00003296,2012-11-01,1,3,7
CR0183347,C00002373,2012-11-01,1,2,7
CR0183392,C00002917,2012-11-01,1,3,1
CR0183394,C00002527,2012-11-01,4,3,1
CR0183425,C00000279,2012-11-01,1,3,1
CR0183496,C00001760,2012-11-01,1,1,7
CR0183827,C00002064,2012-11-07,2,2,1
CR0184108,C00004007,2012-11-02,1,3,7
CR0184148,C00004299,2012-11-02,5,2,1
CR0184341,C00001597,2012-11-02,1,3,4
CR0184344,C00003847,2012-11-02,1,3,1
CR0184353,C00001092,2012-11-02,1,3,1
CR0184409,C00000873,2012-11-03,2,2,1
CR0184426,C00001969,2012-11-03,2,2,1
CR0184472,C00003172,2012-11-04,2,2,1
CR0184517,C00001624,2012-11-04,2,2,1
CR0184520,C00000334,2012-11-04,2,2,1
CR0184752,C00002086,2012-11-05,1,2,1
CR0184807,C00000658,2012-11-05,2,3,1
CR0184826,C00001407,2012-11-05,1,3,1
CR0184830,C00003308,2012-11-05,1,3,1
CR0184833,C00004723,2012-11-05,1,3,7
CR0184916,C00000857,2012-11-05,2,2,1
CR0184967,C00003573,2012-11-05,2,2,1
CR0185010,C00001525,2012-11-05,1,3,1
CR0185029,C00007102,2012-11-05,1,3,7
CR0185120,C00002389,2012-11-06,1,2,7
CR0185129,C00001457,2012-11-06,1,2,7
CR0185151,C00003122,2012-11-06,2,2,7
CR0185228,C00002319,2012-11-06,2,4,1
CR0185270,C00000995,2012-11-06,2,6,1
CR0185278,C00002002,2012-11-06,2,4,1
CR0185313,C00007234,2012-11-06,1,1,1
CR0185350,C00004780,2012-11-06,2,3,1
CR0185351,C00000174,2012-11-06,2,3,1
CR0185358,C00000397,2012-11-06,1,3,1
CR0185399,C00004481,2012-11-06,2,1,1
CR0185468,C00000372,2012-11-06,2,3,1
CR0185522,C00013071,2012-11-06,1,4,1
CR0185612,C00003794,2012-11-07,3,2,1
CR0185653,C00002107,2012-11-06,1,3,1
CR0185657,C00002505,2012-11-07,1,2,1
CR0185678,C00001143,2012-11-06,1,3,1
CR0185697,C00006256,2012-11-07,2,2,1
CR0185714,C00001339,2012-11-07,1,3,1
CR0185720,C00000642,2012-11-07,2,1,1
CR0185749,C00002986,2012-11-07,2,3,1
CR0185806,C00003572,2012-11-07,2,3,1
CR0185824,C00001006,2012-11-07,1,3,4
CR0185863,C00005093,2012-11-07,1,2,7
CR0185903,C00002559,2012-11-07,3,2,1
CR0186177,C00000356,2012-11-07,1,3,1
CR0186183,C00002869,2012-11-07,1,3,1
CR0186220,C00001600,2012-11-07,2,3,1
CR0186243,C00002219,2012-11-06,1,2,7
CR0186366,C00000630,2012-11-03,1,2,7
CR0187538,C00000498,2012-11-08,2,2,4
CR0187616,C00003077,2012-11-08,2,2,1
CR0187618,C00000964,2012-11-08,2,2,1
CR0187633,C00004029,2012-11-08,1,3,1
CR0187637,C00003158,2012-11-08,1,3,1
CR0187638,C00000697,2012-11-08,1,3,1
CR0187836,C00002310,2012-11-08,2,1,1
CR0187913,C00002735,2012-11-09,1,2,7
CR0187972,C00000095,2012-11-09,2,4,4
CR0188021,C00002159,2012-11-09,1,1,1
CR0188029,C00004240,2012-11-09,1,1,1
CR0188299,C00002573,2012-11-08,2,2,1
CR0188307,C00000219,2012-11-08,1,2,4
CR0188323,C00004504,2012-11-13,2,2,7
CR0188335,C00004314,2012-11-13,2,2,1
CR0188433,C00005775,2012-11-09,3,2,4
CR0188457,C00011860,2012-11-09,3,2,1
CR0188467,C00006749,2012-11-09,1,2,1
CR0188556,C00004252,2012-11-09,1,2,7
CR0188599,C00000971,2012-11-09,2,2,1
CR0188703,C00003463,2012-11-10,1,2,1
CR0188765,C00004625,2012-11-10,1,2,1
CR0188774,C00002099,2012-11-10,2,2,7
CR0188814,C00000103,2012-11-11,2,2,1
CR0188819,C00001114,2012-11-11,1,2,1
CR0188822,C00004651,2012-11-11,1,2,7
CR0188865,C00008433,2012-11-12,2,2,4
CR0188943,C00006551,2012-11-12,2,2,1
CR0188989,C00004769,2012-11-09,1,3,1
CR0189007,C00002588,2012-11-09,4,3,4
CR0189019,C00002076,2012-11-12,1,3,1
CR0189068,C00003657,2012-11-12,1,3,1
CR0189082,C00001022,2012-11-13,6,2,1
CR0189100,C00003344,2012-11-13,1,2,1
CR0189114,C00006359,2012-11-13,3,2,6
CR0189436,C00010563,2012-11-13,2,6,1
CR0189540,C00001970,2012-11-13,1,1,7
CR0189774,C00002371,2012-11-13,5,1,1
CR0189817,C00001814,2012-11-13,2,2,1
CR0189850,C00002307,2012-11-13,2,2,1
CR0189973,C00000903,2012-11-14,2,2,1
CR0189990,C00005159,2012-11-14,2,2,1
CR0190006,C00002952,2012-11-13,1,3,4
CR0190539,C00004635,2012-11-14,3,2,4
CR0190854,C00002561,2012-11-14,2,2,7
CR0190953,C00010198,2012-11-15,2,3,7
CR0190960,C00001587,2012-11-15,1,3,1
CR0190962,C00004709,2012-11-15,1,3,4
CR0190964,C00008096,2012-11-15,2,3,4
CR0190996,C00000711,2012-11-15,2,3,7
CR0191020,C00001193,2012-11-15,1,3,7
CR0191023,C00010492,2012-11-14,1,3,7
CR0191029,C00001220,2012-11-14,1,3,1
CR0191030,C00004009,2012-11-15,1,2,4
CR0191079,C00002235,2012-11-15,2,4,1
CR0191107,C00004522,2012-11-15,2,3,1
CR0191369,C00001619,2012-11-14,2,2,1
CR0191378,C00003042,2012-11-14,4,2,1
CR0191494,C00003643,2012-11-16,1,3,1
CR0191555,C00002384,2012-11-16,2,2,1
CR0191566,C00000401,2012-11-15,1,2,1
CR0191674,C00000513,2012-11-15,1,1,7
CR0191697,C00002784,2012-11-15,2,2,1
CR0191717,C00006191,2012-11-15,2,3,1
CR0191770,C00001534,2012-11-15,2,2,1
CR0191961,C00004695,2012-11-15,2,2,7
CR0192009,C00004493,2012-11-15,1,1,4
CR0192033,C00002847,2012-11-16,1,2,1
CR0192093,C00002814,2012-11-15,1,3,1
CR0192127,C00000705,2012-11-16,2,2,1
CR0192162,C00004062,2012-11-16,2,2,7
CR0192205,C00001419,2012-11-16,2,1,1
CR0192274,C00005213,2012-11-16,1,3,1
CR0192284,C00004696,2012-11-16,2,3,7
CR0192331,C00002997,2012-11-15,1,3,7
CR0192334,C00001645,2012-11-16,1,2,7
CR0192337,C00000399,2012-11-16,1,2,1
CR0192386,C00000730,2012-11-16,2,2,4
CR0192649,C00003712,2012-11-17,2,3,4
CR0192702,C00000815,2012-11-17,2,2,1
CR0192718,C00002403,2012-11-17,2,2,1
CR0192773,C00001228,2012-11-18,1,2,1
CR0192787,C00001815,2012-11-18,2,2,1
CR0192792,C00004474,2012-11-18,2,2,1
CR0192807,C00001163,2012-11-18,1,2,4
CR0192909,C00000166,2012-11-15,2,3,4
CR0193501,C00010492,2012-11-19,1,3,1
CR0193505,C00003844,2012-11-19,2,3,4
CR0193641,C00004236,2012-11-19,5,2,7
CR0193719,C00002797,2012-11-19,1,2,7
CR0193782,C00004118,2012-11-19,4,3,7
CR0193785,C00011804,2012-11-19,1,3,4
CR0193987,C00001596,2012-11-19,2,1,1
CR0194027,C00004196,2012-11-19,1,2,7
CR0194084,C00010528,2012-11-20,1,3,7
CR0194111,C00008295,2012-11-20,2,2,7
CR0194139,C00004405,2012-11-20,1,2,7
CR0194151,C00000527,2012-11-20,2,2,1
CR0194271,C00003875,2012-11-19,5,4,1
CR0194608,C00003068,2012-11-20,1,3,1
CR0194621,C00001072,2012-11-20,1,3,1
CR0194645,C00004608,2012-11-21,1,3,1
CR0194736,C00003597,2012-11-20,2,6,1
CR0194773,C00000055,2012-11-20,2,4,1
CR0194799,C00001791,2012-11-21,2,4,1
CR0194881,C00001693,2012-11-20,2,4,1
CR0194947,C00002558,2012-11-20,1,3,1
CR0194962,C00004551,2012-11-20,1,3,1
CR0194966,C00000562,2012-11-20,2,3,6
CR0194992,C00004223,2012-11-20,1,3,7
CR0195061,C00001431,2012-11-20,5,1,1
CR0195232,C00003830,2012-11-20,1,2,1
CR0195258,C00003481,2012-11-21,2,3,7
CR0195268,C00000250,2012-11-21,1,3,1
CR0195306,C00004518,2012-11-21,1,2,1
CR0195378,C00004032,2012-11-21,1,4,7
CR0195422,C00002312,2012-11-21,1,1,7
CR0195510,C00002800,2012-11-21,1,3,1
CR0195521,C00001132,2012-11-20,1,3,4
CR0195563,C00003219,2012-11-21,3,2,7
CR0195686,C00002066,2012-11-21,2,2,1
CR0195719,C00001692,2012-11-22,1,3,7
CR0195722,C00003267,2012-11-22,2,3,4
CR0195725,C00000406,2012-11-22,2,3,7
CR0195727,C00004400,2012-11-22,1,3,7
CR0195729,C00004492,2012-11-22,1,3,7
CR0195736,C00003975,2012-11-22,2,3,1
CR0195878,C00003000,2012-11-21,2,2,1
CR0196223,C00004048,2012-11-21,1,2,1
CR0196420,C00001835,2012-11-23,2,2,4
CR0196465,C00003380,2012-11-23,1,3,1
CR0196506,C00000551,2012-11-23,1,2,7
CR0196514,C00004053,2012-11-23,1,3,1
CR0196585,C00000619,2012-11-23,2,2,1
CR0196763,C00005358,2012-11-26,1,3,1
CR0196767,C00007011,2012-11-26,1,3,7
CR0196769,C00003684,2012-11-26,1,3,1
CR0196777,C00004607,2012-11-26,4,3,1
CR0196783,C00003655,2012-11-26,2,2,1
CR0196789,C00002240,2012-11-26,2,2,1
CR0196812,C00012303,2012-11-26,1,3,1
CR0197125,C00011873,2012-11-27,1,3,7
CR0197147,C00002969,2012-11-27,1,3,7
CR0197154,C00003673,2012-11-27,1,3,1
CR0197192,C00003503,2012-11-26,1,6,1
CR0197268,C00000673,2012-11-26,2,2,7
CR0197327,C00002534,2012-11-26,1,1,7
CR0197362,C00001995,2012-11-26,2,3,1
CR0197448,C00005128,2012-11-26,1,1,1
CR0197634,C00003952,2012-11-26,1,1,1
CR0197695,C00003988,2012-11-27,2,3,1
CR0197724,C00003620,2012-11-27,2,2,1
CR0197758,C00001967,2012-11-27,2,2,7
CR0197828,C00003570,2012-11-27,1,3,7
CR0198120,C00004522,2012-11-27,1,3,1
CR0198192,C00000952,2012-11-27,1,3,1
CR0198244,C00000543,2012-11-28,2,2,1
CR0198298,C00003092,2012-11-27,3,2,1
CR0198311,C00004239,2012-11-27,2,2,1
CR0198382,C00001488,2012-11-27,1,3,1
CR0198389,C00002063,2012-11-27,2,3,1
CR0198390,C00001888,2012-11-27,1,3,1
CR0198410,C00003687,2012-11-27,2,3,7
CR0198557,C00002481,2012-11-27,1,1,1
CR0198674,C00001912,2012-11-27,1,2,7
CR0198676,C00003781,2012-11-27,1,2,7
CR0198689,C00001232,2012-11-27,2,4,1
CR0198760,C00004525,2012-11-28,2,2,1
CR0198776,C00002333,2012-11-28,2,2,1
CR0198786,C00001666,2012-11-28,2,2,1
CR0199100,C00004262,2012-11-28,2,3,1
CR0199108,C00002549,2012-11-28,1,3,1
CR0199126,C00004427,2012-11-28,2,3,1
CR0199140,C00003660,2012-11-28,1,3,1
CR0199142,C00002712,2012-11-28,1,3,1
CR0199154,C00002553,2012-11-28,1,3,1
CR0199260,C00009721,2012-11-28,2,4,4
CR0199382,C00001584,2012-11-28,3,2,1
CR0199384,C00000627,2012-11-28,1,2,7
CR0199388,C00000310,2012-11-28,2,1,4
CR0199395,C00001459,2012-11-28,2,2,1
CR0199428,C00004353,2012-11-28,2,3,1
CR0199450,C00004736,2012-11-28,1,2,1
CR0199557,C00000122,2012-11-28,5,2,1
CR0199691,C00001299,2012-11-29,2,2,1
CR0199765,C00000303,2012-11-29,1,2,1
CR0199812,C00001582,2012-11-28,1,3,7
CR0199832,C00000203,2012-11-28,1,3,7
CR0199844,C00005275,2012-11-28,2,3,1
CR0199845,C00011906,2012-11-29,2,2,1
CR0200034,C00010459,2012-11-28,2,2,1
CR0200064,C00001018,2012-11-28,3,2,4
CR0200086,C00001950,2012-11-30,1,3,7
CR0200106,C00003328,2012-11-30,1,3,1
CR0200125,C00000659,2012-11-30,1,3,7
CR0200156,C00004763,2012-11-30,2,3,1
CR0200297,C00002113,2012-11-29,2,2,1
CR0200300,C00003681,2012-11-29,2,4,1
CR0200342,C00004590,2012-11-29,2,1,1
CR0200508,C00003405,2012-11-29,2,2,1
CR0200510,C00000937,2012-11-29,5,2,1
CR0200614,C00001314,2012-11-29,1,1,1
CR0200646,C00004157,2012-11-29,2,2,1
CR0200860,C00002180,2012-11-30,1,2,7
CR0200876,C00000789,2012-11-30,2,2,7
CR0201046,C00001111,2012-11-30,1,1,7
CR0201107,C00000077,2012-11-29,2,6,4
CR0201485,C00005574,2012-11-30,1,2,7
CR0201513,C00002341,2012-11-30,2,2,1
CR0201528,C00004708,2012-11-30,2,2,1
CR0201541,C00002506,2012-11-30,3,2,1
CR0201569,C00010209,2012-11-30,2,1,1
CR0201678,C00004545,2012-12-03,2,2,1
CR0201681,C00002357,2012-12-03,2,2,1
CR0201714,C00002027,2012-11-30,1,3,1
CR0201735,C00001215,2012-11-30,4,3,1
CR0201802,C00002749,2012-12-01,2,2,1
CR0201890,C00002173,2012-11-30,1,2,7
CR0201969,C00002853,2012-12-03,2,2,1
CR0201975,C00004163,2012-12-03,1,2,1
CR0202005,C00001232,2012-12-03,2,2,1
CR0202032,C00002077,2012-12-03,2,2,1
CR0202239,C00010703,2012-12-03,2,2,1
CR0202255,C00003445,2012-12-03,2,2,1
CR0202266,C00004717,2012-12-03,2,1,7
CR0202270,C00002834,2012-12-03,2,4,1
CR0202281,C00004527,2012-12-03,2,2,1
CR0202297,C00002897,2012-12-03,1,2,1
CR0202388,C00002810,2012-12-03,3,1,1
CR0202462,C00002657,2012-12-04,2,2,7
CR0202466,C00003636,2012-12-04,1,2,1
CR0202469,C00001063,2012-12-04,2,2,1
CR0202503,C00004230,2012-12-03,1,3,7
CR0202539,C00004217,2012-12-04,1,1,1
CR0202776,C00004074,2012-12-03,1,2,7
CR0202787,C00000785,2012-12-05,1,1,1
CR0202801,C00000731,2012-12-05,2,4,1
CR0202843,C00002876,2012-12-04,2,2,1
CR0202848,C00004734,2012-12-05,2,2,1
CR0202858,C00001502,2012-12-04,2,4,1
CR0202907,C00002947,2012-12-04,1,3,1
CR0202991,C00002805,2012-12-04,1,3,1
CR0203037,C00001055,2012-12-04,3,4,7
CR0203040,C00003818,2012-12-04,2,1,1
CR0203055,C00001076,2012-12-04,2,2,4
CR0203318,C00003001,2012-12-04,3,2,4
CR0203331,C00003284,2012-12-05,2,2,1
CR0203342,C00001335,2012-12-05,2,2,1
CR0203388,C00000239,2012-12-05,2,2,4
CR0203399,C00004530,2012-12-05,3,2,4
CR0203424,C00004752,2012-12-05,2,3,1
CR0203438,C00000178,2012-12-04,1,3,7
CR0203474,C00001647,2012-12-05,2,2,1
CR0203735,C00003373,2012-12-04,2,2,1
CR0203741,C00002804,2012-12-04,1,2,7
CR0203755,C00002855,2012-12-04,1,2,1
CR0203788,C00004454,2012-12-05,2,2,1
CR0204054,C00004730,2012-12-05,1,3,1
CR0204071,C00001658,2012-12-05,1,2,7
CR0204135,C00003738,2012-12-05,2,3,1
CR0204293,C00000486,2012-12-05,2,2,1
CR0204294,C00001194,2012-12-05,1,3,7
CR0204306,C00002611,2012-12-06,3,2,1
CR0204338,C00000843,2012-12-06,1,2,4
CR0204353,C00002682,2012-12-05,1,3,1
CR0204356,C00000255,2012-12-05,1,3,7
CR0204362,C00001412,2012-12-05,1,3,1
CR0204366,C00000158,2012-12-06,1,2,1
CR0204390,C00004092,2012-12-05,1,3,1
CR0204762,C00000990,2012-12-07,1,1,1
CR0204769,C00001554,2012-12-06,1,3,4
CR0204864,C00002657,2012-12-06,1,1,1
CR0204970,C00003228,2012-12-06,2,3,4
CR0205149,C00004506,2012-12-06,2,1,1
CR0205197,C00002995,2012-12-07,1,2,4
CR0205198,C00002530,2012-12-07,3,2,4
CR0205241,C00004490,2012-12-06,2,3,1
CR0205671,C00000291,2012-12-10,5,1,1
CR0205745,C00002061,2012-12-07,2,2,4
CR0205942,C00004077,2012-12-07,2,2,1
CR0205997,C00004428,2012-12-07,2,2,1
CR0206004,C00000827,2012-12-07,1,1,1
CR0206032,C00003983,2012-12-08,2,2,4
CR0206081,C00004733,2012-12-08,1,2,7
CR0206104,C00000551,2012-12-09,1,2,7
CR0206154,C00000855,2012-12-10,2,2,1
CR0206190,C00003248,2012-12-07,2,3,1
CR0206200,C00003466,2012-12-07,1,3,1
CR0206209,C00002498,2012-12-07,2,3,4
CR0206211,C00005201,2012-12-07,1,3,1
CR0206335,C00001887,2012-12-10,2,2,7
CR0206371,C00001042,2012-12-10,2,6,4
CR0206385,C00002389,2012-12-10,2,4,1
CR0206422,C00005200,2012-12-10,2,2,1
CR0206472,C00004435,2012-12-10,2,4,1
CR0206685,C00002130,2012-12-11,1,2,1
CR0206718,C00002511,2012-12-10,1,3,1
CR0207263,C00002542,2012-12-10,2,4,1
CR0207406,C00002503,2012-12-11,3,3,4
CR0207412,C00002190,2012-12-11,5,3,1
CR0207432,C00000435,2012-12-12,1,3,1
CR0207433,C00002911,2012-12-12,1,3,1
CR0207436,C00006967,2012-12-12,1,3,1
CR0207484,C00000225,2012-12-11,3,2,1
CR0207511,C00003427,2012-12-11,2,4,1
CR0207528,C00002833,2012-12-11,2,2,1
CR0207568,C00003999,2012-12-11,1,1,4
CR0207599,C00003629,2012-12-11,4,1,1
